Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	QcPi	QcPiRaw	QcPiVar	QcPiCVaR	PiEntTerm	PiQTerm	PiCostTerm	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
11	1591.8182	593.7914	2619.6504	128.30055	1375238.8	724016.06	2404262.5	18600.0	9.311373	1.8349679	13.637189	2.7043402	6.632955	4.0009356	12.510367	0.0	288.0	288.0	0.0	0.0	20464.006	0.05684446072048611	330001.0	470.1818	197.39229	925.4162	-27.568014	470.18314	197.38998	927.739	-24.078527	4.4474044	0.24237083	6.1135497	3.3085103	0.4067429	0.18975188	1.282263	0.17064679	1.0001646	1.0267831	9.848038	-14.345169	-369.8673	104.14079	104.13388	0.0042341664	0.00018463157	-4.5479537e-05	-0.08487528	0.9189228	4.4161263	4.403651	0.40666333	5.512295	0.9189682	469.75412	98.9679	-0.05986106	2.8877053	17.954353	-1.0001638	0.29764032	282.37582	3057.173779964447
12	1569.6339	628.7966	2580.967	54.47173	1783373.4	561863.8	2702139.0	1189366.8	9.460175	1.7773799	13.11527	2.7994237	8.145385	3.061651	11.834821	3.2124493	288.0	288.0	0.0	0.0	21449.33	0.05499828225160256	360001.0	470.3221	196.82596	909.5184	-20.378712	470.32288	196.82487	897.5269	-21.12753	4.463094	0.23500142	5.9429884	3.3801007	0.39635304	0.16220988	1.146773	0.17123985	1.0000412	1.0292045	9.192219	-11.1622925	-373.56985	105.02404	105.004234	0.004114828	0.00015937004	7.0746864e-05	-0.10526803	0.90047115	4.4353113	4.4230795	0.39628303	5.521958	0.90040046	469.91077	95.4405	0.07350316	2.849624	17.28474	-1.0000411	0.3327496	272.62918	3329.9019169807434
13	1567.4128	638.8276	2634.286	78.75941	1362544.2	610196.3	2256960.0	4200.0	9.455634	1.7797124	13.959711	4.4996405	5.8415155	2.198687	9.111667	0.0	288.0	288.0	0.0	0.0	22434.826	0.05341625279017857	390001.0	464.61746	190.92194	861.31384	-18.995636	464.6182	190.92114	857.5577	-18.84956	4.490889	0.23688528	5.9409614	3.3612738	0.39563215	0.14890172	1.0497589	0.18661977	1.0000714	1.0304258	7.366707	-12.011996	-364.3726	94.047424	94.03067	0.004086543	0.0001516883	3.6786365e-05	-0.096432045	0.9085209	4.465356	4.4534674	0.39558005	5.5535955	0.9084841	464.1717	98.890625	-0.011926879	2.8795564	17.806648	-1.0000712	0.30242538	279.9512	3609.810395002365
14	1776.0546	553.4834	2575.34	28.624014	1650072.5	463958.66	2290374.8	951995.94	9.194127	2.0286922	13.308213	1.0832875	7.7216597	2.1944292	11.538343	3.7638195	288.0	288.0	0.0	0.0	23391.424	0.05198094184027778	420001.0	468.25696	193.03522	876.8161	-19.501026	468.25546	193.03949	878.4862	-18.456032	4.475219	0.24470246	5.9560566	3.396362	0.40109214	0.16234352	1.129519	0.20195378	0.999944	1.0252955	10.817902	-13.818365	-366.94806	96.88158	96.83425	0.004162128	0.0001662679	0.0001653093	-0.10529691	0.9005479	4.4511313	4.439056	0.4010547	5.545121	0.9003827	467.84732	99.998886	-0.052482367	2.8922133	18.033709	-0.9999435	0.30055952	280.6886	3890.44198679924
15	1723.405	583.5805	2528.7498	51.538002	1989877.0	491153.94	2724484.5	974550.8	9.045812	2.1059473	15.063924	1.8781264	7.2556047	1.7501627	9.56052	4.61892	288.0	288.0	0.0	0.0	24333.342	0.05069446207682292	450001.0	470.72275	193.9959	861.4352	-17.26062	470.72095	194.0007	857.8859	-17.042925	4.4658093	0.24205583	5.965004	3.3750563	0.39858612	0.1614686	1.1551204	0.21132188	1.0000314	1.0214853	6.6699123	-12.473286	-369.85696	97.94762	97.84754	0.004060792	0.00016288875	8.7163055e-05	-0.11747911	0.8895219	4.443398	4.4312234	0.398557	5.534096	0.88943475	470.27875	99.53236	0.055233553	2.889413	17.985191	-1.0000314	0.31707406	274.8316	4165.44962310791
16	1502.7938	637.47644	2581.4595	69.61784	1683483.6	587179.06	2604083.0	901068.0	9.864629	1.9507306	14.283185	3.2406085	7.7049003	2.2658134	10.801854	4.781168	288.0	288.0	0.0	0.0	25362.273	0.04972994791666667	480001.0	471.89148	194.03221	863.8883	-15.477104	471.89044	194.0354	872.78107	-15.214271	4.489488	0.23142092	5.973189	3.4813836	0.39082488	0.15272783	1.057211	0.20782612	1.0001947	1.0217929	11.00925	-12.841406	-372.67386	98.8235	98.71846	0.00397719	0.00015174308	-6.3656524e-05	-0.123599775	0.8840405	4.469417	4.457584	0.3908063	5.5502977	0.8841042	471.4643	97.90628	-0.028292004	2.870142	17.639809	-1.0001947	0.3101325	275.2081	4440.5812520980835
17	1585.7806	638.343	2573.2986	49.168785	1586954.9	713262.44	2374191.0	16110.0	9.496418	1.8981525	14.338892	1.826889	5.947032	2.4182372	8.734735	0.0	288.0	288.0	0.0	0.0	26349.713	0.04879576461226852	510001.0	471.68314	193.62755	878.6767	-16.654875	471.68237	193.63062	862.2321	-16.975706	4.475139	0.22826028	5.9501534	3.3073997	0.38506883	0.15527369	1.0456856	0.18331705	0.9999464	1.0297127	9.860814	-13.068139	-372.00906	99.54793	99.45385	0.0039058642	0.00015679536	0.00016972478	-0.1135572	0.8931022	4.4555736	4.4435863	0.38505417	5.527012	0.8929325	471.23294	98.33091	0.14764294	2.8782096	17.789898	-0.9999462	0.30022836	278.5084	4719.001610994339
18	1524.1157	651.55896	2519.5986	33.908577	2032311.6	304031.75	2426066.5	1346581.4	9.187035	1.9491475	13.205824	1.7451915	6.949694	2.1769109	11.044996	3.082133	288.0	288.0	0.0	0.0	27307.777	0.04790838130482456	540001.0	470.76913	194.71486	863.6093	-12.818714	470.76852	194.71756	870.9883	-13.064201	4.4886274	0.23632805	6.0305195	3.4678216	0.38521338	0.172188	1.1168354	0.17415641	1.0003414	1.0254638	5.9270496	-12.074213	-372.3386	99.79975	99.70158	0.0039882776	0.00017195218	-0.00019428635	-0.11027316	0.89606833	4.4706726	4.4588532	0.38519508	5.53868	0.8962627	470.339	97.10415	-0.1333108	2.863708	17.532267	-1.0003415	0.29063702	275.97772	4994.944677591324
19	1747.4592	507.40714	2626.729	91.62369	1870206.6	472364.6	2589445.0	1212724.8	9.425679	1.6125951	13.230666	4.884734	6.134427	0.8181898	7.281513	4.8495984	288.0	288.0	0.0	0.0	28288.424	0.047147373046875	570001.0	470.77182	194.30312	876.7884	-14.631396	470.7712	194.3057	877.6376	-14.854018	4.460556	0.23190442	5.976857	3.4130943	0.38288695	0.17083591	1.0992055	0.1719531	0.99991405	1.035699	4.2226243	-11.648472	-373.74326	100.334175	100.2369	0.003959864	0.00017282371	0.00019096461	-0.12435018	0.88340104	4.442874	4.43073	0.3828788	5.507705	0.88321	470.3021	95.67557	0.07597447	2.8547485	17.371315	-0.99991435	0.3580413	274.46188	5269.641001939774
20	1567.4163	642.89276	2520.9507	38.410843	1501647.1	813144.1	2399908.8	0.0	9.232458	2.0649374	14.472477	3.396826	4.3482914	1.7678039	6.4201818	0.0	288.0	288.0	0.0	0.0	29251.068	0.046430267237103175	600001.0	470.97226	193.15594	862.48444	-15.704304	470.9719	193.15631	859.4034	-15.478673	4.4647574	0.23443438	6.1496735	3.5140374	0.38999557	0.18104245	1.2045364	0.17113222	1.0003089	1.0358287	12.035956	-10.636759	-374.02756	99.79666	99.66691	0.0040569818	0.00018242546	-0.00016488819	-0.10807978	0.8980003	4.448458	4.4363947	0.38998866	5.5215707	0.89816517	470.51474	95.58903	-0.056932475	2.8513412	17.311825	-1.000308	0.3384199	278.9408	5548.375504255295
21	1676.9612	598.21844	2589.7441	50.737255	1931482.6	801223.6	2725632.5	61573.797	9.342956	2.103056	14.754612	3.6945314	9.803094	3.876401	13.232621	0.16625723	288.0	288.0	0.0	0.0	30226.857	0.045798268821022725	630001.0	469.31805	192.53053	862.9299	-15.294599	469.3186	192.52847	874.9302	-15.5779085	4.4406834	0.24894562	6.190383	3.500568	0.40038756	0.2055878	1.2940667	0.16566867	0.99990046	1.0416801	13.79124	-12.075411	-372.43292	98.84178	98.71765	0.0041349605	0.00020703275	0.00021449571	-0.11224842	0.8941941	4.424642	4.4122515	0.40037495	5.507568	0.89397955	468.8722	95.54526	0.09435134	2.853271	17.348272	-0.99989974	0.30649638	273.60544	5821.947429180145
22	1650.162	575.47614	2560.5732	53.654076	1432925.0	1020554.2	2698605.0	0.0	9.939728	2.3189855	17.421772	4.3350387	5.609073	4.0111	10.600944	0.0	288.0	288.0	0.0	0.0	31260.31	0.04530479789402174	660001.0	470.79022	192.95064	862.87445	-10.997433	470.7909	192.94896	861.7461	-14.015929	4.472713	0.24016456	6.1667027	3.4758992	0.3882808	0.18951261	1.236563	0.16533363	0.9999482	1.0262641	8.087536	-11.700491	-373.18295	99.98545	99.8901	0.003967054	0.00018823179	0.00017339698	-0.10122361	0.90434545	4.458199	4.446223	0.38826382	5.5271893	0.90417206	470.38696	96.299835	-0.0013430835	2.8576465	17.423012	-0.9999476	0.28099823	274.96146	6096.958965539932
23	1576.6719	545.29315	2601.8691	76.207886	1733882.4	767135.8	2665145.2	86081.16	9.772812	2.358052	17.891289	3.9786828	10.808286	3.1425674	15.604536	2.8904636	288.0	288.0	0.0	0.0	32277.633	0.044830045572916664	690001.0	468.9833	192.65161	865.30414	-11.196709	468.9835	192.6503	861.39404	-11.660457	4.456885	0.24384245	6.2177577	3.4627469	0.38517678	0.18996632	1.2611538	0.16296077	0.9998628	1.0356762	5.09366	-13.255902	-371.8107	101.77417	101.68864	0.004001644	0.0001963891	0.00025131827	-0.11085597	0.89547014	4.4420576	4.4298806	0.38516986	5.506283	0.8952188	468.573	95.86708	0.1379538	2.8567626	17.409674	-0.9998629	0.31187558	277.62463	6374.620717525482
24	1682.415	564.9812	2622.2615	45.276226	1563388.2	802275.2	2354842.8	7200.0	9.788875	2.141616	16.863438	1.8988627	5.431834	2.9344232	9.353735	0.0	288.0	288.0	0.0	0.0	33297.83	0.044397104166666666	720001.0	469.9383	191.8749	868.2919	-9.205278	469.93918	191.87367	864.009	-10.362357	4.4719	0.2480307	6.173703	3.493622	0.39666337	0.20200764	1.2773079	0.1613072	1.0001643	1.0299687	4.483527	-13.219719	-373.75574	102.33348	102.28239	0.004112107	0.00020755424	-1.5451176e-05	-0.11607245	0.8909788	4.458723	4.4467525	0.3966597	5.5368476	0.8909943	469.55682	94.910164	-0.12937169	2.8412035	17.14106	-1.0001634	0.30314636	270.30444	6644.879498720169
25	1548.9221	692.08575	2600.2095	27.91138	1698054.2	696643.75	2668735.5	59717.457	8.871148	2.2620463	14.343643	0.69531894	4.7284584	1.6277082	7.3119645	1.3466609	288.0	288.0	0.0	0.0	34221.285	0.04387344250801282	750001.0	469.20908	191.63005	855.6507	-10.326331	469.20938	191.62828	864.762	-9.791566	4.4525695	0.2452952	6.4088883	3.492529	0.3892581	0.19199337	1.2649577	0.16236481	1.0001256	1.0418271	4.528503	-11.564633	-373.91983	101.30898	101.26708	0.004069115	0.00020350482	-6.08174e-07	-0.13085625	0.87788177	4.4390235	4.426805	0.3892553	5.508636	0.8778825	468.82718	94.02944	0.061765157	2.8370457	17.069134	-1.0001261	0.290138	274.87775	6919.731242656708
26	1546.9907	651.4186	2584.2903	48.440777	1545616.2	711325.56	2684440.8	0.0	9.367992	2.1522796	14.255021	2.1561933	5.270295	2.215218	8.493114	0.0	288.0	288.0	0.0	0.0	35197.836	0.043454118441358026	780001.0	469.61536	192.30556	865.2065	-12.270757	469.61603	192.30342	867.555	-11.258661	4.454081	0.24600895	6.2088537	3.443165	0.39422128	0.2010299	1.276819	0.16088727	1.0000724	1.0347432	10.080647	-11.530298	-373.8754	101.278564	101.2548	0.004077187	0.00020986101	5.8920217e-05	-0.12797767	0.8804121	4.441352	4.429169	0.39421692	5.51614	0.88035315	469.25552	94.49981	0.026740901	2.840832	17.131409	-1.0000722	0.28235555	273.99878	7193.712222099304
27	1661.9591	637.6602	2561.8286	63.53738	1360482.6	807554.6	2689130.8	22110.0	9.337818	2.1958194	13.405457	2.1449401	5.3357596	2.0387871	7.505612	0.0	288.0	288.0	0.0	0.0	36170.824	0.04306050502232143	810001.0	469.1538	191.12526	862.9694	-10.664767	469.155	191.12302	857.2164	-12.465649	4.4571643	0.23791502	6.216712	3.5158226	0.39480445	0.19788483	1.2438216	0.16359073	1.000044	1.0334945	8.237666	-13.706556	-374.11978	99.783424	99.7722	0.0040752674	0.00020703531	0.00010044549	-0.12681293	0.8812947	4.44489	4.4327755	0.39480317	5.521192	0.88119435	468.81503	93.81405	-0.04449199	2.8326483	16.99178	-1.0000443	0.3544302	276.08514	7469.886273145676
28	1554.2904	591.65375	2506.513	44.193558	1448364.2	848485.9	2738000.8	0.0	9.508216	2.2249658	15.824562	3.1825418	4.4489517	2.1913867	7.7580814	0.0	288.0	288.0	0.0	0.0	37159.7	0.04271229795258621	840001.0	471.69897	191.45555	857.98395	-7.6314015	471.6998	191.45445	859.19904	-9.100312	4.4633985	0.2358597	6.106316	3.4437592	0.38800907	0.1863796	1.2218989	0.16100708	0.99998885	1.0316249	4.996757	-12.122414	-378.7285	99.680435	99.68418	0.0040255487	0.00019349779	0.0001274552	-0.13077874	0.8778454	4.4521136	4.4400887	0.3880031	5.5208836	0.877718	471.39786	91.79164	0.034252293	2.8109422	16.62649	-0.9999889	0.33911443	270.05554	7739.873726606369
29	1647.0577	613.3297	2611.4592	52.936195	1666695.8	727151.7	2564812.2	40014.746	9.324837	2.097304	14.775798	2.298722	7.3941813	2.5371795	10.254638	0.9813796	288.0	288.0	0.0	0.0	38132.32	0.04236924479166667	870001.0	472.19803	190.85532	862.24554	-8.099365	472.19812	190.8546	860.4364	-9.222096	4.463924	0.24149781	6.170298	3.5634985	0.38986212	0.19509931	1.2510734	0.15869817	0.9999238	1.0239298	4.6995378	-12.481981	-377.664	98.89586	98.90952	0.004009505	0.0002018932	0.00018743624	-0.12432031	0.88362455	4.45263	4.440597	0.38985842	5.5224013	0.8834371	471.89584	93.34842	0.018045198	2.8273985	16.903572	-0.99992394	0.29790783	275.36783	8015.238309144974
30	1648.6792	624.5119	2570.765	35.770863	2193982.5	222080.61	2664509.2	1803607.0	9.473921	1.915767	13.380791	2.3276927	6.074889	1.3093743	7.9483867	3.6231737	288.0	288.0	0.0	0.0	39119.23	0.04206368867607527	900001.0	473.5174	191.31221	861.90796	-7.2991676	473.5175	191.3114	859.9717	-7.525008	4.470136	0.23814702	6.1707854	3.5556085	0.38230696	0.1870276	1.1983466	0.15980873	0.9999852	1.0307494	6.1652246	-12.048654	-380.2956	98.57679	98.5966	0.00398678	0.0001955101	0.00012638482	-0.12721036	0.88107926	4.459457	4.447505	0.38230354	5.5198636	0.8809528	473.2264	92.04986	0.06205393	2.8136754	16.675438	-0.9999854	0.29986453	274.3828	8289.610225200653
31	1575.3448	641.157	2626.9966	37.605247	1695307.4	678470.56	2688231.2	494078.38	9.234773	2.2087135	14.110431	2.8977053	6.03118	1.6378205	9.298997	3.700626	288.0	288.0	0.0	0.0	40081.516	0.041751578776041666	930001.0	472.88953	190.17383	858.6985	-8.298556	472.8899	190.17265	858.2263	-7.434456	4.472584	0.23093155	6.210504	3.4964483	0.38326457	0.1847521	1.19702	0.15978572	1.0003794	1.0239022	9.326266	-12.195076	-379.4417	98.24714	98.25172	0.0039216666	0.00018743282	-0.00021481358	-0.1334301	0.8755995	4.4623265	4.4504304	0.38326588	5.5245457	0.8758143	472.59198	92.27445	-0.046697393	2.815508	16.702808	-1.0003793	0.33237076	270.34903	8560.065875530243
32	1631.4636	689.1427	2589.7122	52.942795	1669855.2	588921.44	2555073.2	574527.25	9.233341	2.1438634	14.448945	3.274412	8.197241	2.6328664	13.967429	3.6343029	288.0	288.0	0.0	0.0	41044.31	0.041458897569444444	960001.0	469.803	189.24431	850.6158	-12.289432	469.80396	189.24332	846.21454	-9.282664	4.4729958	0.233507	6.024239	3.539175	0.3815012	0.18156238	1.156373	0.15845165	0.99992174	1.0175984	5.6941185	-12.509123	-375.39514	95.54475	95.55458	0.0039254874	0.00018615484	0.00018040666	-0.12001335	0.8873851	4.463141	4.4512453	0.38149613	5.5235157	0.8872047	469.50262	93.2203	-0.008858409	2.8258781	16.876959	-0.9999214	0.28155184	274.25638	8834.233928203583
33	1648.6667	608.41486	2565.2449	63.432796	1650328.4	736805.75	2412472.8	34030.926	9.717941	1.9965694	14.390703	4.6863155	6.7030325	2.516394	10.451337	0.008655003	288.0	288.0	0.0	0.0	42054.164	0.04122957261029412	990001.0	469.0737	189.2327	845.82623	-9.433359	469.0742	189.23123	843.9119	-10.072256	4.470529	0.22989473	6.161024	3.430298	0.3792861	0.17784092	1.1358863	0.16009799	1.000056	1.0333757	8.232114	-12.737258	-375.8322	95.255394	95.28046	0.0039165737	0.00018505819	6.38304e-05	-0.13111813	0.87759894	4.4604816	4.448564	0.37928596	5.5182314	0.8775352	468.76913	92.05937	0.054094054	2.814305	16.68249	-1.0000557	0.33710313	273.34033	9107.719159603119
34	1674.9124	614.17926	2605.2874	39.501072	1948828.2	512807.56	2744115.5	1312529.6	9.816262	2.0119016	14.41293	4.2566032	9.069559	1.4977279	10.826102	6.9411254	288.0	288.0	0.0	0.0	43081.13	0.04102964657738095	1020001.0	469.46054	187.80722	848.183	-8.237419	469.46094	187.80605	845.81573	-10.687387	4.468787	0.23003559	6.1023865	3.6451056	0.38885298	0.17741424	1.1306629	0.16145521	0.9998937	1.0382893	4.0973663	-13.91243	-379.0152	93.81774	93.84031	0.0040148	0.00018547919	0.00021084261	-0.1394943	0.87026	4.4610205	4.4491034	0.38885465	5.532787	0.87004924	469.17114	89.28585	-0.070660256	2.7807782	16.136648	-0.99989414	0.30604672	274.2668	9381.822585582733
35	1630.8651	656.8433	2548.124	38.805668	1482822.5	939363.9	2569838.0	0.0	9.118089	2.0598702	13.784423	2.4385445	6.2688003	3.431169	9.583493	0.0	288.0	288.0	0.0	0.0	44028.33	0.04076697048611111	1050001.0	470.2251	188.20406	843.59973	-7.0864606	470.2253	188.20349	846.14026	-7.1410694	4.4668546	0.21917674	5.9451914	3.5163443	0.37747258	0.16441934	1.0497215	0.1618898	1.0002707	1.0218868	5.943492	-10.994354	-375.18643	93.924866	93.946434	0.0038757066	0.00017404792	-0.00010833281	-0.14645265	0.8642053	4.462773	4.450893	0.37747318	5.5206566	0.8643136	469.9481	93.89736	-0.018014107	2.8336885	17.008352	-1.0002713	0.33792758	271.25336	9653.0861389637
