Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
15	2012.951	361.9993	2798.0242	1658.9388	1998308.4	303913.56	2873579.2	1761152.1	11.443392	1.7986192	16.365782	7.8974237	12.136064	1.2024287	14.591819	10.702713	288.0	288.0	0.0	0.0	31576.346	0.06578405354817708	450001.0	539.0821	54.620205	817.0088	440.37152	539.0831	54.613163	821.7077	431.90506	4.848776	0.18515103	6.0441647	3.7033818	0.35993946	0.02463237	0.5548043	0.332358	1.0004951	1.0231466	3.1067095	-11.196674	-386.5726	75.46054	75.52268	0.0037414506	0.00012179743	-0.0003897166	0.15700163	1.170464	0.011760781	3.2450595	25.663784	-1.0004956	0.3319137	314.93112	4794.260985612869
16	2034.0776	365.53665	2843.724	1634.5576	2020052.8	269880.44	2690455.2	1741436.0	11.389942	1.8664744	16.377249	7.3204637	8.717252	1.0744674	10.963926	6.635533	288.0	288.0	0.0	0.0	32764.465	0.06424404871323529	480001.0	540.4104	54.643917	818.831	438.25186	540.4114	54.6354	821.33453	440.15256	4.8528433	0.18396054	5.902518	3.8050447	0.36019143	0.02330985	0.5544352	0.33316788	0.999997	1.022302	3.282346	-11.822538	-388.1358	75.16952	75.26317	0.0037637788	0.00012351613	0.00015784251	0.15629001	1.16952	-0.0060079666	3.2425623	25.599438	-0.9999973	0.30325055	310.17877	5104.39345574379
17	2003.8002	350.1228	2811.4768	1665.8649	2346521.2	571980.9	3083388.0	1644979.4	11.753318	1.7507361	15.439091	8.251118	10.388359	2.3572478	14.497331	7.6284585	288.0	288.0	0.0	0.0	33983.293	0.06293202401620371	510001.0	543.22217	55.677853	827.48926	444.10535	543.2232	55.669483	828.4503	432.93405	4.8522444	0.19023564	5.9492683	3.741634	0.3647254	0.023161117	0.54864943	0.33557376	1.0004231	1.0194883	3.3236523	-12.505724	-391.63287	76.058365	76.14823	0.003822733	0.00012638741	-0.00033488616	0.14606065	1.1576847	-0.0074448357	3.2369244	25.455805	-1.0004233	0.30459356	308.72168	5413.157356977463
18	2010.352	347.622	2833.477	1616.298	2118860.2	352370.8	3060282.8	1816126.4	11.511268	1.8683457	16.553404	6.8921323	9.113098	1.3896737	11.274443	6.192685	288.0	288.0	0.0	0.0	35184.69	0.06172752878289474	540001.0	545.06036	56.013573	829.5091	440.78436	545.06146	56.000477	829.4947	443.45905	4.8388877	0.18637307	6.003562	3.7651386	0.3612279	0.022369362	0.5549927	0.33460882	0.9998918	1.0184462	4.945036	-11.356584	-394.684	76.67782	76.720924	0.00375964	0.00012368197	0.00029898703	0.13547352	1.1454093	0.03551141	3.2318401	25.329466	-0.99989164	0.30853415	297.1796	5710.340474367142
19	2040.3679	382.36487	2841.8408	1650.7477	2382105.2	461120.94	2991238.2	1796295.4	11.2903185	1.9080616	16.976889	6.7665	9.815045	1.5356746	13.049193	7.5407786	288.0	288.0	0.0	0.0	36360.594	0.060600989583333334	570001.0	547.9166	56.07561	831.824	445.08087	547.9171	56.07187	830.6487	444.48758	4.8504624	0.18779325	6.068384	3.7461114	0.36305287	0.023721235	0.5501053	0.33703217	1.0000066	1.0213404	4.8194613	-12.400267	-398.15628	77.03565	77.04665	0.0037896093	0.0001276282	0.0001619476	0.12861215	1.1376969	-0.008851144	3.2251616	25.157871	-1.0000064	0.28936744	297.88345	6008.163147449493
20	2055.1074	363.34113	2866.4683	1574.0394	2036875.2	339414.4	3016541.0	1840875.6	11.538448	1.662451	16.17505	7.8422904	10.660749	1.4593829	13.273464	8.623976	288.0	288.0	0.0	0.0	37563.156	0.05962405753968254	600001.0	550.0165	56.65079	837.9497	448.13092	550.01666	56.64976	834.1797	445.22507	4.8457894	0.18938513	6.2161126	3.805792	0.36372826	0.021507405	0.5449712	0.336282	1.000123	1.0205517	4.3481784	-11.091681	-400.749	76.67248	76.67829	0.003786452	0.00012404118	1.947101e-05	0.13428144	1.1440446	0.013867376	3.2221937	25.083368	-1.0001233	0.31654763	304.22906	6312.420059680939
21	2102.7935	400.83807	2822.3572	1529.8236	2332861.8	431174.1	3011868.0	1860999.4	11.224345	1.7068734	15.017561	6.8580184	12.355694	1.4937339	13.891956	9.310365	288.0	288.0	0.0	0.0	38732.19	0.05868513849431818	630001.0	551.06964	57.178226	839.18524	446.34882	551.0698	57.176517	835.1199	450.65015	4.855492	0.19166428	5.9719872	3.7682602	0.36513737	0.022822395	0.5629605	0.3327075	0.99994314	1.021527	6.689515	-11.676137	-400.0092	77.53067	77.52002	0.0037843622	0.00012542764	0.00021456553	0.13675725	1.1469809	-0.030948093	3.23201	25.332659	-0.99994373	0.29158807	303.66574	6616.055194377899
22	1985.6688	329.65903	2855.1042	1613.8818	2004543.2	291712.66	2813139.8	1712565.1	11.638552	1.7945129	15.358202	7.420133	8.464834	1.0935932	10.159741	7.2174277	288.0	288.0	0.0	0.0	39943.695	0.05788941349637681	660001.0	552.4108	57.437477	837.7686	450.75995	552.411	57.44108	835.07666	440.52994	4.850122	0.19118233	6.1022916	3.8037775	0.36281717	0.02113638	0.5536443	0.33318493	1.0002092	1.0197679	4.6114597	-12.403045	-402.9685	77.87909	77.819305	0.0037766192	0.00012494401	-9.6675096e-05	0.12063291	1.1286663	0.0035153804	3.2226624	25.095133	-1.0002087	0.31836748	303.82162	6919.867965459824
23	2038.9852	357.8012	2864.7786	1607.3636	2125211.2	363985.34	2892400.5	1823387.5	11.142801	1.6455133	15.669621	6.9717855	12.6541195	1.9420911	16.016598	9.503489	288.0	288.0	0.0	0.0	41103.75	0.057088541666666666	690001.0	552.5126	57.66927	839.9376	452.1201	552.51215	57.674408	834.8507	447.67392	4.8499727	0.18974838	6.2403502	3.804047	0.3628328	0.023465592	0.5889544	0.33351964	0.99991244	1.0183439	6.428528	-12.250141	-399.8318	77.44259	77.39613	0.0037702147	0.00013058142	0.00025467767	0.13421538	1.1441404	-0.014208931	3.2441318	25.639917	-0.999913	0.30351162	323.60767	7243.539057731628
24	1997.5387	335.11346	2848.525	1526.804	2055496.8	104692.13	2162040.8	1867146.5	11.242085	1.5365655	16.2424	7.6854362	10.715161	1.4154247	13.235795	8.267872	288.0	288.0	0.0	0.0	42275.895	0.056367859375	720001.0	553.36145	57.359116	836.5415	451.96402	553.36084	57.363087	834.82855	445.96472	4.8453355	0.18580817	5.880613	3.7554674	0.35961765	0.020884901	0.5264839	0.32788116	1.000256	1.0216128	5.2824874	-12.892704	-401.72882	77.38157	77.34493	0.0037407903	0.00012372386	-0.00015759448	0.12764046	1.1365716	0.018903444	3.23869	25.50124	-1.0002553	0.30491686	302.61215	7546.164271831512
25	2044.8146	367.38394	2830.5627	1649.6512	2336524.8	450984.75	3029492.8	1901059.8	11.718966	1.8679296	16.56618	6.899837	11.537252	1.1341107	13.47176	9.46118	288.0	288.0	0.0	0.0	43496.586	0.05576485376602564	750001.0	554.0091	56.84504	834.04095	451.8139	554.00885	56.854057	831.71893	455.01797	4.867739	0.19239256	5.989772	3.8136141	0.36289605	0.022210984	0.5714691	0.33422703	0.99999917	1.0198219	6.1858745	-11.621567	-401.92987	76.055466	76.01913	0.003778412	0.00013028707	0.00015518814	0.13868743	1.1493714	-0.056221664	3.2367916	25.454433	-0.99999905	0.31698275	310.58026	7856.759206771851
26	1945.8041	286.77383	2807.736	1587.9122	1968228.6	330119.75	2924217.0	1734929.9	11.745072	1.8475715	16.306202	8.280859	10.03477	1.4636695	12.902871	8.1430435	288.0	288.0	0.0	0.0	44720.75	0.0552108024691358	780001.0	552.6841	56.756596	835.2115	450.2246	552.68304	56.768383	831.9253	453.52267	4.8387938	0.1841577	6.185838	3.8404472	0.35781893	0.019895624	0.53609127	0.3243484	0.9998694	1.0173346	5.2156157	-12.967926	-398.91556	75.720985	75.70535	0.0037016347	0.00012075086	0.00029651448	0.13476972	1.1446838	0.04372569	3.2540526	25.897797	-0.9998685	0.3124113	307.1031	8163.804824352264
27	1963.4601	341.83505	2888.8423	1581.7418	2274053.5	411240.28	2852489.2	1846173.4	11.797257	1.8196994	17.606354	7.603028	11.383487	1.4922196	13.450102	9.405644	288.0	288.0	0.0	0.0	45948.4	0.05470047433035714	810001.0	552.7898	56.69725	835.24207	455.8491	552.7895	56.70633	834.8277	452.86072	4.8728213	0.18573713	6.0573425	3.8598862	0.35781607	0.021670233	0.53478587	0.32230806	1.0000951	1.019936	3.5928001	-12.537117	-397.85648	76.00524	75.97706	0.0037049893	0.0001244434	4.639473e-05	0.14535683	1.1568376	-0.076313294	3.2557602	25.944088	-1.0000955	0.31069136	306.50018	8470.34496998787
28	2036.1157	346.68698	2855.3086	1636.8142	2299231.2	426496.22	2957466.2	1805308.9	11.511704	1.8020402	15.555697	6.4269357	12.065902	1.3521497	13.746894	9.6356945	288.0	288.0	0.0	0.0	47147.754	0.054192820581896554	840001.0	551.67865	56.63281	840.1033	454.19174	551.67786	56.64019	832.9678	449.65768	4.8589926	0.18345521	6.0158887	3.8084576	0.35438508	0.020299096	0.5558963	0.32064658	0.9999853	1.017204	4.6399717	-13.266972	-397.08704	75.66811	75.65734	0.0036881536	0.00012356475	0.00016023553	0.14174955	1.1527357	-0.002181865	3.2567863	25.96679	-0.9999853	0.31099582	310.58917	8780.945935726166
29	2025.0748	342.65408	2835.281	1590.2822	2285442.8	459416.5	3036219.8	1867247.5	11.723465	1.9249882	15.870897	7.5735216	10.299122	1.363849	12.417285	8.539449	288.0	288.0	0.0	0.0	48371.484	0.05374609375	870001.0	551.92694	56.175625	835.60724	453.94635	551.9267	56.187347	831.73035	453.60983	4.8574576	0.18040198	5.9573784	3.8325186	0.35290313	0.019903053	0.53425014	0.3180894	1.0001667	1.0164344	3.584344	-14.100285	-397.14594	74.68427	74.6676	0.0036518753	0.00011997647	-5.2824515e-05	0.13881549	1.1493615	-0.00016188294	3.2585843	26.013277	-1.0001664	0.30780125	317.5979	9098.53922700882
30	2072.1665	389.41678	2830.2097	1657.8706	2076864.8	423345.12	3056717.5	1761007.4	11.777151	1.7066314	14.712764	7.02979	9.5383835	1.913462	11.970425	6.485397	288.0	288.0	0.0	0.0	49596.13	0.053329170866935484	900001.0	552.1033	56.043453	835.9346	451.7578	552.10205	56.05885	830.68677	454.07806	4.853816	0.17116018	5.916741	3.9115288	0.34766725	0.018635524	0.51183254	0.31431875	1.0002041	1.0175971	7.4108744	-12.656195	-396.5264	74.9835	74.9518	0.003579769	0.000112301146	-8.210249e-05	0.13886538	1.1495519	0.01120237	3.2656589	26.197657	-1.0002041	0.3134482	308.1079	9406.640791893005
31	2042.798	375.61758	2874.9333	1630.1838	2163781.5	312913.94	2862793.5	1851269.9	11.526676	1.7341899	15.453502	7.866711	13.867857	1.3586233	16.26727	11.249798	288.0	288.0	0.0	0.0	50796.96	0.0529135009765625	930001.0	553.3972	56.03323	833.9936	453.76035	553.3961	56.043034	829.3002	456.63083	4.8623376	0.17941171	5.9356194	3.8589962	0.3485383	0.02034113	0.5956811	0.31672588	0.9996994	1.0145001	8.763976	-12.305046	-400.24896	74.94102	74.92208	0.003637168	0.00012108061	0.00048206182	0.13726366	1.1476032	0.009111084	3.2480688	25.740862	-0.99970025	0.32006025	306.826	9713.411842346191
32	2022.7909	372.39755	2834.6252	1611.3129	2072066.2	404776.6	3045173.8	1758366.2	11.537069	1.5344893	15.24086	7.7170124	10.894517	2.4588318	14.229897	6.3576016	288.0	288.0	0.0	0.0	51998.816	0.0525240569760101	960001.0	555.05176	56.456192	835.33295	453.47113	555.05054	56.465916	835.27997	456.40195	4.8636236	0.1805412	6.1133156	3.8753	0.35163212	0.020976517	0.55091494	0.32192087	1.000339	1.0190617	5.3253593	-10.9415	-400.24948	75.195114	75.174995	0.0036532325	0.00012260705	-0.00023808105	0.13459525	1.144525	-0.016691234	3.2578833	25.995068	-1.0003397	0.31029582	321.39203	10034.855874300003
33	2020.9279	338.37042	2771.4194	1688.4067	1976148.0	124895.94	2128649.2	1771908.9	11.775609	1.8432188	17.82392	7.55561	10.25219	0.93342024	11.919843	9.058946	288.0	288.0	0.0	0.0	53224.004	0.05218039598651961	990001.0	555.3621	56.817677	839.4437	453.81183	555.3615	56.82616	836.0012	457.53217	4.861097	0.18294385	6.743711	3.8539276	0.35026732	0.021698203	0.5452874	0.31742018	0.9999675	1.0192666	9.649065	-14.877873	-401.6624	75.82118	75.76095	0.0036491218	0.00012780547	0.00018588186	0.14200394	1.1529962	0.00974072	3.251323	25.824804	-0.9999666	0.3080938	302.79358	10337.600092887878
34	2019.9962	338.0371	2839.593	1660.5419	2129870.0	294682.56	2942569.5	1831068.2	11.662848	1.8547609	15.579694	6.384678	11.77896	2.0161977	15.386649	8.914965	288.0	288.0	0.0	0.0	54440.414	0.05184801339285714	1020001.0	555.1328	55.8201	835.2193	456.78134	555.1325	55.825546	832.5992	455.8021	4.8560762	0.17816484	6.641377	3.8728333	0.35016704	0.022043956	0.54045755	0.31577724	1.0003572	1.0141613	13.776753	-10.724207	-399.88547	74.166374	74.083305	0.0036218932	0.00012246218	-0.00027813742	0.14759335	1.1594806	-0.0075233122	3.2621727	26.10743	-1.0003569	0.31944823	298.42648	10636.02235531807
35	2068.0024	389.9935	2839.333	1630.2777	2178525.2	397647.25	2936418.0	1801402.1	11.66329	1.6887	15.1998205	7.695849	10.717202	1.1566485	12.185988	8.647843	288.0	288.0	0.0	0.0	55655.477	0.05153284866898148	1050001.0	556.6411	56.57582	841.37524	455.54514	556.6411	56.587368	839.1612	458.563	4.8579807	0.17475219	6.377453	3.8646548	0.34735787	0.020446822	0.5417327	0.3155797	1.0000342	1.0163732	9.919643	-10.715527	-404.86884	75.255035	75.15172	0.0036271361	0.00012370276	0.00010313131	0.1408728	1.1519172	0.010292183	3.239336	25.516895	-1.0000339	0.30216956	298.47623	10934.488420724869
36	2000.1128	331.43164	2821.5615	1660.3281	2199828.5	448214.56	3092986.2	1826753.9	11.795775	1.752658	16.097082	8.110305	11.721565	1.697049	14.988595	9.7948265	288.0	288.0	0.0	0.0	56883.895	0.05124675182995495	1080001.0	558.6	57.4674	844.12103	461.08832	558.5995	57.473923	842.6285	456.0773	4.853478	0.17624134	6.533349	3.784487	0.35006988	0.021454649	0.5258801	0.31204385	1.0000877	1.0194138	7.7895656	-11.506504	-405.1883	76.88076	76.74165	0.0036368815	0.00013218987	4.3649434e-05	0.14646055	1.1583004	0.010374441	3.2498164	25.786661	-1.0000875	0.29609847	298.56192	11233.100188493729
37	2043.8641	334.14224	2841.649	1707.8217	2251731.5	389093.38	3001896.5	1789609.9	11.971431	1.805188	17.093622	8.183592	10.390917	1.330807	12.371564	7.987616	288.0	288.0	0.0	0.0	58131.047	0.050992146381578944	1110001.0	558.95575	56.772976	842.3836	458.40604	558.95526	56.77822	837.22595	460.30136	4.8577228	0.17356722	6.0333157	3.8885264	0.35192403	0.022579055	0.5664377	0.3195328	1.0000465	1.0231183	10.732269	-11.5051155	-406.8006	75.51056	75.38448	0.0037055246	0.0001508859	9.019958e-05	0.14842907	1.160688	-0.02391682	3.240063	25.536299	-1.0000463	0.3205521	308.6293	11541.684483766556
38	2009.3672	352.5412	2870.0989	1630.372	2004803.8	197471.97	2506878.2	1809865.5	11.826104	1.6883589	15.112465	8.214111	10.012037	0.8707627	11.720167	9.176469	288.0	288.0	0.0	0.0	59362.125	0.05073685897435897	1140001.0	557.58734	57.021408	838.89526	454.50488	557.58685	57.031376	837.4575	459.00143	4.848416	0.16466795	7.2944984	3.734866	0.347874	0.020070368	0.6374673	0.31310493	0.9999782	1.0153466	10.217131	-11.259444	-403.92545	75.919464	75.78645	0.0035550182	0.00012602545	0.00017160292	0.15975015	1.17377	0.0019356501	3.2524815	25.855188	-0.99997795	0.32608867	319.12094	11860.881430149078
39	2041.6655	354.40616	2839.398	1657.7814	2316276.8	419334.28	2927020.0	1911176.0	11.654829	1.9203904	16.484114	7.025013	15.440361	1.2525976	17.965052	13.954219	288.0	288.0	0.0	0.0	60578.14	0.05048178385416666	1170001.0	559.01746	57.46269	841.3842	449.84995	559.017	57.470978	839.84784	458.66718	4.8533387	0.16865617	7.6815863	3.8894536	0.34507704	0.018863268	0.89130545	0.31278616	1.0001622	1.0195936	3.9093866	-12.235289	-407.1941	75.94797	75.830795	0.0035531905	0.00012490217	-5.8484427e-05	0.14677402	1.1585654	0.01653758	3.2401798	25.53928	-1.0001621	0.29257417	319.84546	12180.64926123619
40	2010.4299	347.66898	2825.4382	1653.3391	2034203.8	320636.78	2936238.5	1755602.9	11.705931	1.7102102	15.582819	7.417893	11.529383	1.3733604	12.839789	8.08788	288.0	288.0	0.0	0.0	61795.113	0.05023992949695122	1200001.0	560.15186	57.575035	845.99115	458.68137	560.151	57.58654	843.2501	458.70267	4.8497114	0.16879894	6.4584813	3.8513167	0.34574732	0.019590488	0.99183935	0.3127369	0.9998388	1.0217196	8.800123	-13.189192	-407.0049	76.13551	76.03272	0.0035309058	0.00012377025	0.00032156936	0.14469913	1.1561785	0.0057926	3.2492688	25.773382	-0.9998388	0.31176996	322.0146	12502.670481920242
