Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
42	2113.6682	370.24484	2936.7224	1702.8954	2366037.2	492945.66	3115428.5	1834168.2	16.100157	2.166068	22.406954	11.760706	13.0342455	1.3100423	15.175668	11.226184	288.0	288.0	0.0	0.0	83002.93	0.06434335634689922	1260001.0	580.4488	58.736122	869.76514	477.77368	580.4492	58.73013	872.923	474.40714	5.9939	0.28750956	7.511181	4.2786093	1.0000635	1.0386721	5.405367	-13.612842	-468.05414	80.16067	80.279205	0.005314606	4.439262e-05	0.10974877	1.116362	0.11679482	2.9164555	18.477015	-1.0000637	0.32910323	247.5842	10844.57956981659
43	2069.134	353.0374	2978.519	1663.4331	2292065.2	424408.84	3091488.0	1935003.4	16.705559	2.186077	23.203655	9.531003	17.262953	2.3987484	21.247581	12.924984	288.0	288.0	0.0	0.0	84743.49	0.06419961529356061	1290001.0	579.3888	58.423424	865.7324	479.47266	579.38904	58.415726	869.3787	473.62955	5.9984765	0.2874601	7.18209	4.2760844	0.99992913	1.0493336	10.480322	-11.727982	-466.96652	79.5565	79.70182	0.005383052	0.00019982367	0.108532585	1.1150031	0.030733049	2.915909	18.46641	-0.99992996	0.31143403	236.95456	11081.51256275177
44	2067.4175	347.6014	2916.8445	1703.3551	2334087.0	479679.78	3088781.0	1881402.9	16.735304	2.0171711	21.128807	11.817926	15.959879	2.3600192	20.787758	11.47827	288.0	288.0	0.0	0.0	86486.414	0.06406401041666666	1320001.0	579.6398	58.57139	868.10223	479.5477	579.6402	58.56537	870.60785	479.10962	6.0014176	0.29084173	7.3719807	4.2480745	1.0002161	1.0551598	4.7621756	-13.419739	-468.55865	80.36018	80.499825	0.005469058	-0.00011219846	0.102153055	1.1078492	-0.024255713	2.9031985	18.233622	-1.0002158	0.33879638	233.26424	11314.778441429138
45	2121.5056	394.80035	2997.8323	1706.6337	2206075.5	315245.28	2910637.0	1947768.9	16.817299	2.0956404	21.543987	12.68999	15.194914	1.9446787	18.45311	11.855519	288.0	288.0	0.0	0.0	88238.5	0.06394094202898551	1350001.0	579.47986	58.481163	868.15466	477.7917	579.48096	58.472225	869.10394	471.8399	6.0068283	0.29008046	7.3882856	4.2572317	0.99996984	1.0481876	6.223229	-11.770382	-466.7961	80.62076	80.7759	0.0054873596	0.00015092481	0.095723554	1.100764	-0.1282158	2.9169729	18.486656	-0.99996936	0.28483772	232.91885	11547.693039178848
46	2101.5645	375.06265	2968.7769	1706.2269	2215318.2	449504.94	3134644.0	1888215.8	16.533657	2.1884959	21.603655	10.874895	14.1788845	1.2034516	16.135899	12.41002	288.0	288.0	0.0	0.0	89960.25	0.06380159574468085	1380001.0	580.3656	58.797012	875.12634	471.10883	580.36554	58.78838	873.98315	479.05875	5.985461	0.28990558	7.3111176	4.217172	1.0000589	1.0358914	5.543717	-11.361719	-466.13882	81.4314	81.53754	0.0053961603	5.577547e-05	0.097693875	1.1031257	0.27848953	2.9341407	18.811773	-1.0000591	0.30377555	233.13853	11780.855588197708
47	2083.085	356.47412	2933.398	1779.292	2227717.5	344196.5	2940760.2	1962281.9	16.277996	2.0800738	21.864191	11.496212	18.917948	1.7398311	21.340582	15.612228	288.0	288.0	0.0	0.0	91653.875	0.06364852430555555	1410001.0	580.20264	58.267452	869.4056	479.84235	580.20294	58.262444	869.69946	480.3161	5.991549	0.28353238	7.044638	4.265215	0.99986035	1.0351002	6.0546165	-13.461931	-467.60052	80.13818	80.18255	0.005287618	0.00027654495	0.10311275	1.1090034	0.16636103	2.9187663	18.52143	-0.99986005	4.7762976	256.2815	12037.129160642624
48	2122.2756	391.41443	2980.4668	1689.8674	2399392.8	434241.9	3014698.2	1899079.5	16.63859	2.0855424	22.518364	11.504067	15.27256	1.3782599	17.788784	13.712292	288.0	288.0	0.0	0.0	93389.04	0.06352995854591836	1440001.0	579.4964	57.612503	867.98615	473.17804	579.497	57.611885	866.0029	477.94327	6.0138855	0.2858369	7.4652243	4.1658783	1.0000366	1.0445142	5.122118	-13.757484	-467.5518	78.95693	78.94925	0.005392476	8.7008986e-05	0.09950268	1.1050849	-0.252963	2.9089692	18.342524	-1.0000368	0.29530597	257.00986	12294.14230132103
49	2049.9006	330.52573	2965.435	1721.5083	2259815.5	346816.97	2964301.2	1954793.5	16.84356	1.8373632	22.2962	12.487714	16.376993	1.8187342	19.069376	13.853709	288.0	288.0	0.0	0.0	95143.24	0.063428828125	1470001.0	578.9638	57.742027	864.76874	476.79037	578.9639	57.74176	865.0182	474.7815	5.999973	0.28275645	7.2649155	4.2992477	1.000209	1.0402615	6.2362275	-12.089531	-467.43167	79.77376	79.79847	0.0053685955	-0.00010229186	0.102995224	1.1089123	0.0045995153	2.9078212	18.317146	-1.0002095	0.29137015	260.9586	12555.091253519058
50	2123.059	356.48923	2932.3389	1698.5482	2097082.0	178311.23	2428181.8	1903435.0	16.602283	2.185686	21.619379	11.468528	16.612923	2.0990071	19.253017	12.420301	288.0	288.0	0.0	0.0	96871.75	0.06331486928104575	1500001.0	579.5225	57.283195	865.3582	477.01505	579.5223	57.281918	867.2878	470.63287	5.998752	0.28228077	7.1438155	4.2110534	1.0001831	1.0447534	5.375254	-12.248426	-468.26834	79.64155	79.63985	0.005384529	-7.808261e-05	0.09597744	1.101114	0.026804816	2.9054985	18.274536	-1.000184	0.29577136	232.9798	12788.078023910522
51	2155.184	394.44775	3004.3145	1691.9308	2090829.6	364488.0	3104144.2	1821362.1	16.271639	2.2345915	21.818981	10.760407	13.556421	1.68854	16.553072	11.439921	288.0	288.0	0.0	0.0	98568.22	0.06318475560897435	1530001.0	580.0966	57.715694	870.4418	478.75934	580.09607	57.715515	869.93036	476.1	6.0087934	0.2832583	7.3523836	4.242392	0.9998806	1.0486661	5.715033	-12.013139	-468.07648	79.88752	79.86908	0.005414866	0.00025978335	0.09529507	1.1002877	-0.16073892	2.9106405	18.369774	-0.9998805	0.2906747	233.04218	13021.119569301605
52	2096.539	383.2123	3048.369	1664.7921	2086197.2	155576.97	2457818.2	1930542.8	16.396475	2.1804655	23.67947	11.003856	13.524397	1.59493	15.366295	10.4335375	288.0	288.0	0.0	0.0	100272.086	0.06306420499213837	1560001.0	577.72845	57.667946	872.971	465.53278	577.72784	57.669365	867.5928	472.72833	5.994594	0.27928826	7.505566	4.259917	0.99997044	1.0520617	6.8644643	-11.968039	-465.44553	80.13668	80.120865	0.0053901365	0.0001572071	0.10501702	1.111105	0.10859987	2.9152215	18.454159	-0.99997056	0.32020164	233.14972	13254.280609607697
53	2149.921	400.83545	2950.9133	1712.7944	2169152.0	419095.72	3001533.2	1841276.1	16.489422	2.2153747	20.943201	10.622624	13.730888	1.5000142	15.54368	11.238843	288.0	288.0	0.0	0.0	101996.26	0.06296065297067902	1590001.0	576.8406	58.017467	867.0034	467.9631	576.8406	58.01894	865.46436	474.4425	5.993916	0.28351822	7.314804	4.258337	1.000138	1.0511588	5.532298	-12.614183	-464.77298	80.42858	80.41675	0.0054556564	-3.613669e-05	0.10150534	1.1072628	0.11778799	2.9132502	18.420008	-1.000138	0.34716105	233.10582	13487.389990568161
54	2124.8264	368.74738	2945.5059	1717.0864	2044421.4	297570.94	2901989.5	1846150.8	16.328487	1.9515704	20.342655	11.863554	13.403261	1.3167233	15.130837	10.538902	288.0	288.0	0.0	0.0	103694.164	0.06284494791666667	1620001.0	577.2602	57.73226	864.93207	474.6137	577.2599	57.733356	860.90204	474.68866	5.9986105	0.28447652	7.279582	4.243173	0.99973416	1.0387856	11.336035	-12.42462	-464.64914	79.33075	79.32105	0.005367008	0.00041046424	0.09929793	1.104803	0.031550255	2.9175377	18.498325	-0.9997344	0.30725503	233.43666	13720.815361499786
55	2114.6836	390.19138	2935.6255	1648.9767	2425503.8	410766.7	3154823.5	1970142.0	16.747097	2.3850195	21.532633	11.211681	15.456349	2.1360593	19.169828	11.097932	288.0	288.0	0.0	0.0	105439.414	0.06276155598958333	1650001.0	578.93164	57.965775	864.1948	477.95413	578.931	57.96671	864.08014	471.86383	6.0153613	0.2857676	7.3064575	4.27718	1.0002015	1.0382392	5.1773505	-12.45175	-464.39014	80.55412	80.596985	0.00538964	-7.836653e-05	0.09989438	1.1057175	-0.28573492	2.9319682	18.766937	-1.0002013	0.2892425	233.10768	13953.920809745789
56	2089.035	362.9247	2934.7083	1649.1312	2264448.0	432698.34	3106323.8	1870176.4	16.962824	2.101956	22.197454	11.6486435	14.193914	2.2913764	17.621178	10.011078	288.0	288.0	0.0	0.0	107207.16	0.06269424342105263	1680001.0	576.7071	57.66178	860.32385	471.28754	576.7071	57.66241	859.29565	469.46582	5.980046	0.28710395	7.253489	4.2158747	1.0000805	1.0483476	11.084713	-13.424561	-465.8277	80.276405	80.313286	0.005478849	4.09448e-05	0.099912696	1.1054984	0.37797225	2.9045572	18.264715	-1.00008	0.33353734	233.33571	14187.27077460289
57	2041.937	338.34753	2907.6062	1660.0459	2364602.5	442479.0	3079354.0	1936158.9	16.739697	2.062593	21.624022	11.042238	15.248838	2.0899541	17.80241	12.4969425	288.0	288.0	0.0	0.0	108949.3	0.06261453843390805	1710001.0	576.00885	57.460114	859.6898	474.9967	576.0085	57.460136	860.6467	475.0943	5.998501	0.2848969	7.316428	4.2330403	1.0002153	1.0492514	9.071693	-13.048173	-463.94916	78.884766	78.900536	0.0054076184	-0.00012158302	0.09916237	1.1045935	0.037194856	2.9124618	18.403519	-1.0002155	0.2827177	233.35301	14420.61179614067
58	2157.7852	409.48187	2979.7297	1708.7528	2505137.2	483527.22	3123677.0	1944908.2	16.621656	2.0246701	21.541203	11.895744	15.722684	1.0593146	17.97998	14.292141	288.0	288.0	0.0	0.0	110680.14	0.06253115289548022	1740001.0	575.5754	57.995968	870.4014	473.96848	575.5751	57.998108	861.6943	474.21426	6.003361	0.2856045	7.400071	4.2741513	0.99999154	1.0536269	8.323481	-10.873758	-464.77994	79.49284	79.49239	0.00544145	0.0001252031	0.10597888	1.1121268	-0.057955567	2.9000833	18.176434	-0.99999166	0.29893088	233.60458	14654.217232704163
59	2076.6497	339.61896	2958.814	1713.2019	2429128.8	500648.3	3137537.5	1934624.9	16.678268	2.073621	22.62602	10.679083	14.362045	1.3297175	17.196495	12.518362	288.0	288.0	0.0	0.0	112416.734	0.06245374131944444	1770001.0	574.4755	57.65435	869.4568	471.25415	574.4752	57.65788	862.6897	472.8969	5.9948926	0.2871761	7.190338	4.231002	1.0000179	1.0437224	5.376282	-13.677425	-463.4916	78.86612	78.81627	0.0053799404	9.9049845e-05	0.11166383	1.1184659	0.10192361	2.9030511	18.23308	-1.0000178	0.28692794	233.3176	14887.532171010971
60	2078.241	376.26553	2978.0364	1723.6718	2350216.5	385475.28	3147215.8	2004080.4	16.517836	1.9853969	21.325933	10.523987	15.9477825	1.2755605	17.786055	13.342551	288.0	288.0	0.0	0.0	114138.586	0.062370811987704916	1800001.0	574.65015	57.790493	864.42413	470.82452	574.6504	57.792477	860.71515	467.64648	6.004855	0.28605178	7.119134	4.2444363	1.0001098	1.041587	4.1506033	-13.392488	-462.2534	79.06809	79.02185	0.005385785	-4.224173e-06	0.11010999	1.1168258	-0.08445441	2.9143934	18.438402	-1.0001098	0.30108976	233.64981	15121.176842451096
61	2116.492	382.08087	2938.2576	1728.4792	2136388.8	278068.03	2803807.0	1874689.9	16.28623	2.1230826	22.56841	11.635214	17.502253	1.5477082	20.390005	15.274831	288.0	288.0	0.0	0.0	115834.914	0.062276835517473116	1830001.0	574.2349	57.95925	863.11285	472.1993	574.2345	57.96197	863.74023	460.76306	5.999166	0.28472134	7.187744	4.232313	0.9998989	1.0428425	6.4102297	-13.355716	-462.1998	79.298836	79.28191	0.005367231	0.00022704266	0.11666269	1.1241125	0.022533363	2.9119322	18.394466	-0.9998996	0.29883432	233.04967	15354.220118761063
62	2067.204	340.53433	2954.2578	1717.2316	2430732.0	494905.1	3085118.2	1960791.0	16.799442	2.0652509	22.418388	11.309329	14.129419	1.7178086	16.937132	11.766218	288.0	288.0	0.0	0.0	117587.17	0.062215434854497355	1860001.0	574.5146	57.842773	861.63257	470.24142	574.5143	57.846775	862.0599	472.37863	6.0147796	0.28509876	7.271304	4.245612	1.0001447	1.0498812	11.271966	-12.690659	-462.7788	78.87109	78.83361	0.005413644	-3.8712533e-05	0.116890386	1.1243339	-0.2770773	2.9063764	18.295332	-1.0001457	0.2889564	233.09573	15587.316957235336
63	2160.7422	393.08746	3020.4246	1711.0276	2036532.8	60595.793	2132263.8	1947597.2	16.135538	2.2804039	22.074068	10.519045	17.305725	1.0222075	18.958628	15.69964	288.0	288.0	0.0	0.0	119267.33	0.06211840006510417	1890001.0	572.1584	57.87928	860.45844	469.7803	572.1578	57.88342	859.6525	472.7989	5.969476	0.2791211	7.1727066	4.2508583	0.99993306	1.0447568	8.33337	-11.331812	-459.58853	79.431915	79.39265	0.005324496	0.00018798927	0.11855785	1.1263561	0.57863635	2.921076	18.572945	-0.99993336	0.31072688	252.9296	15840.24061179161
64	2172.1057	427.78207	3005.0093	1748.0754	2148164.8	337764.03	3095279.5	1852740.5	16.3633	1.9320153	22.353655	11.786421	14.722296	1.5318362	17.029137	11.25451	288.0	288.0	0.0	0.0	120970.91	0.06203636217948718	1920001.0	573.9583	57.993565	863.35706	474.02017	573.9578	57.998604	862.4697	472.5242	6.0126605	0.28108734	7.183927	4.2445526	0.99997395	1.0374181	6.229768	-12.550087	-461.524	79.60882	79.58204	0.005259433	0.00015667602	0.11304238	1.1200264	-0.22488451	2.9131033	18.418587	-0.9999737	17.463417	276.51477	16116.769725322723
65	2131.1821	402.0249	2991.748	1727.1351	2459558.0	478177.0	3092722.8	1978332.5	16.230923	2.1864834	22.296015	10.991107	17.017735	1.6639457	21.41863	14.839078	288.0	288.0	0.0	0.0	122659.77	0.0619493805239899	1950001.0	573.78046	58.049736	865.7326	471.92676	573.78015	58.055614	863.4117	472.3434	6.004938	0.28465423	7.2428393	4.268255	1.0001793	1.0518435	9.067561	-14.078478	-463.04395	79.552284	79.51528	0.0054094205	-7.480043e-05	0.114666425	1.1218005	-0.09374508	2.8989112	18.15707	-1.0001794	0.31957006	242.56003	16359.328733682632
66	2178.1284	385.24677	2920.1707	1718.192	2359005.2	403270.34	2926499.2	1908028.9	16.713747	2.0399933	21.25527	12.035924	14.561231	1.5563666	16.745926	12.280966	288.0	288.0	0.0	0.0	124402.29	0.06189168610074627	1980001.0	574.65027	58.37402	868.185	472.4687	574.64984	58.379757	864.26794	467.07733	6.005588	0.28819314	7.345862	4.2300663	1.0001569	1.0390521	6.2571683	-12.2903	-461.50635	79.86567	79.84643	0.005343992	-5.2179814e-05	0.11145129	1.1182275	-0.103310846	2.9207962	18.557339	-1.000157	0.3221314	260.7286	16620.051477909088
67	2082.8965	364.30225	2963.0017	1702.2483	2258398.2	368976.0	2954172.8	1917844.8	16.230427	2.2960384	21.177778	11.58331	15.10552	1.8963546	17.60845	11.641267	288.0	288.0	0.0	0.0	126092.37	0.06180998391544117	2010001.0	573.4259	58.648987	866.53125	470.63495	573.4256	58.655872	865.2882	469.96228	6.002421	0.28912145	7.2831616	4.278202	0.99995667	1.0488086	5.9707937	-13.049482	-459.7898	79.88816	79.83871	0.0053820983	0.000183775	0.12713873	1.1359142	-0.04148754	2.9253802	18.644524	-0.9999563	0.3037269	233.68265	16853.733212709427
68	2142.2512	372.22003	2958.9153	1712.9249	2222658.0	444370.47	3079437.5	1857768.5	16.62373	2.2229366	22.198025	11.377653	12.04978	1.3409698	13.861001	10.180273	288.0	288.0	0.0	0.0	127821.72	0.061749622584541065	2040001.0	573.6086	58.23866	860.48987	472.1882	573.6081	58.24519	858.9053	471.1045	6.0036397	0.28313702	7.3868923	4.312454	1.0001293	1.0315244	4.292344	-12.918048	-458.81552	79.24205	79.224686	0.005213119	-1.4914823e-05	0.124245316	1.1327696	-0.06208231	2.9356687	18.83637	-1.0001285	0.30488896	233.5943	17087.336589813232
69	2112.204	357.6751	2962.9358	1690.8668	2361626.5	349378.4	2902840.2	1942233.5	16.520369	2.5076995	22.501413	7.805086	13.654178	2.1512673	16.578447	10.251579	288.0	288.0	0.0	0.0	129544.11	0.06168767113095238	2070001.0	574.1053	58.850056	865.7872	472.56406	574.1041	58.857056	860.53546	468.38266	5.989312	0.28528586	7.079216	4.2798676	0.9997866	1.0355055	3.3744538	-12.280525	-459.95587	79.46117	79.4336	0.005238408	0.0003657254	0.12855363	1.1374784	0.20633566	2.9322045	18.773283	-0.9997872	0.32733417	233.01683	17320.339897871017
70	2077.4004	353.1995	3000.7803	1702.3484	2479422.5	415468.7	3090905.2	2024070.8	16.670006	1.9786644	20.556023	11.268857	15.962181	1.881324	18.617525	12.753504	288.0	288.0	0.0	0.0	131280.33	0.06163395686619718	2100001.0	575.0114	59.050976	865.8569	473.62457	575.0107	59.05746	864.3275	464.89117	6.002846	0.29266247	7.144888	4.2356796	1.0001501	1.0427408	6.85488	-13.989081	-461.4993	79.57693	79.55854	0.0053446614	-3.114365e-05	0.12485926	1.1334009	-0.049132656	2.9244692	18.624962	-1.0001498	0.3017819	249.62671	17569.970967531204
71	2111.5034	372.47647	2926.4456	1711.7682	2128336.5	430777.22	2981285.5	1773198.0	16.371878	2.089778	20.988745	9.501909	13.428676	1.3382989	15.636756	11.315038	288.0	288.0	0.0	0.0	132987.77	0.06156841001157407	2130001.0	574.9258	59.033028	877.5502	469.29572	574.9248	59.04004	861.91943	467.19418	5.9983087	0.29141876	7.1737804	4.265076	0.9998558	1.0266734	3.8643508	-11.718223	-460.2344	79.43754	79.40071	0.0052226037	0.0002812563	0.12391984	1.132352	0.04006206	2.9357452	18.835938	-0.9998556	0.3156984	233.1577	17803.138895511627
72	2094.9856	364.06955	2973.492	1691.6019	2538407.8	455037.78	3110805.5	1936379.0	16.425608	2.2268176	22.988903	10.98144	16.667004	1.5616289	19.363024	13.51904	288.0	288.0	0.0	0.0	134698.19	0.06150602168949772	2160001.0	575.56604	59.175877	868.70764	471.12595	575.56494	59.18288	864.0203	472.47876	5.996953	0.291183	7.1029606	4.2450404	1.0002431	1.0368915	3.8157444	-12.452213	-463.47006	79.36649	79.330475	0.0052740225	-0.000149858	0.11905163	1.1268041	0.05855529	2.9127755	18.409086	-1.000244	0.29941583	232.97748	18036.12287926674
73	2152.2297	400.2292	2956.2195	1727.071	2375818.5	387084.1	3108301.0	1990675.2	16.725569	2.1791968	24.824099	10.988119	16.117075	2.05552	19.532667	13.4660225	288.0	288.0	0.0	0.0	136441.47	0.06146012105855856	2190001.0	576.16486	58.8386	865.51056	473.38217	576.1644	58.84596	864.0396	473.69904	6.002649	0.28945446	7.1090612	4.248867	0.9998925	1.0351534	5.9295664	-13.566323	-464.5808	79.413506	79.36223	0.005286955	0.00024774697	0.11820875	1.1258712	-0.04777027	2.9071693	18.306248	-0.9998923	0.29957986	233.02585	18269.135645627975
74	2124.269	385.9937	2956.595	1725.4988	2278093.0	407891.53	3135116.5	1960281.8	16.346098	2.2359786	21.242552	10.159966	18.092937	2.3942423	20.680944	12.541148	288.0	288.0	0.0	0.0	138144.0	0.06139733333333333	2220001.0	575.8673	58.468407	864.4498	475.26666	575.8674	58.473976	865.51996	473.509	6.0050054	0.28660318	7.2480655	4.2638683	1.0000284	1.0432289	4.1895256	-13.575102	-464.1608	78.71349	78.66032	0.005246756	9.304767e-05	0.10570817	1.1117979	-0.09111102	2.907891	18.321558	-1.0000281	15.1069765	247.48639	18516.624487638474
75	2110.1467	382.21588	3015.2002	1696.1968	2133761.8	197232.2	2583816.2	1863271.0	16.160883	2.0842988	20.766262	10.878562	15.917277	1.5872335	18.39863	12.790586	288.0	288.0	0.0	0.0	139827.75	0.06132796052631579	2250001.0	575.2078	58.12894	865.40576	473.68445	575.20734	58.135998	861.8566	471.71054	5.995305	0.2823159	7.1313376	4.2849245	1.0000858	1.0471402	6.7413116	-12.474371	-464.34927	78.04459	77.99936	0.0052448274	2.8395876e-05	0.10685531	1.1131124	0.09117446	2.9018416	18.209032	-1.0000858	1.3704083	240.24901	18756.870938777924
76	2136.845	381.0669	2941.1191	1757.4152	2472514.2	443104.53	3089676.2	1937784.2	16.271341	2.1522498	21.297546	11.151958	15.721141	2.090299	18.696098	12.616472	288.0	288.0	0.0	0.0	141520.61	0.061264333062770564	2280001.0	575.4471	58.655144	868.51355	472.06638	575.44653	58.66292	864.8081	472.7207	5.99876	0.28569177	7.1019635	4.289295	1.00004	1.0423915	10.562264	-11.367578	-464.35776	78.82042	78.73862	0.005244804	8.102554e-05	0.10074784	1.1063397	0.027600368	2.9034631	18.238317	-1.0000397	0.29346037	258.63068	19015.511280298233
77	2066.7034	332.82834	2881.3203	1672.3806	2153574.5	327407.03	3076747.2	1956055.6	16.69929	1.9807488	20.653206	9.190638	15.419459	1.9967853	18.284603	12.805026	288.0	288.0	0.0	0.0	143258.48	0.06122157451923077	2310001.0	577.228	58.272404	872.42346	471.37228	577.2274	58.279118	864.539	470.67764	6.0026865	0.2807652	7.4290066	4.327937	0.9999811	1.0291964	4.2585726	-11.92219	-465.4449	78.42834	78.38289	0.005122185	0.00015026999	0.09487933	1.0999012	-0.047318444	2.909278	18.344196	-0.9999809	0.3091433	258.63196	19274.14693713188
78	2181.8335	401.75882	2925.3882	1676.7747	2378609.5	453853.56	3149194.8	1946145.2	16.283018	2.2066138	22.533083	11.982389	17.960054	2.484515	21.656507	14.6658535	288.0	288.0	0.0	0.0	144957.19	0.06116337025316456	2340001.0	577.6013	58.009323	861.9721	472.28296	577.6006	58.013866	862.3895	474.70004	5.995677	0.28365263	7.2877913	4.3297095	1.0003942	1.0293757	5.9495215	-12.13885	-463.5192	78.231834	78.17441	0.005139689	-0.00031219644	0.10572316	1.1120567	0.086663924	2.9308774	18.746164	-1.0003943	0.30687165	256.21155	19530.355865240097
79	2135.4248	391.74835	2965.7698	1643.4431	2262576.2	529548.25	3120080.5	1797288.9	16.477905	2.1216972	21.783136	11.701797	12.954605	1.9055607	16.824648	9.756865	288.0	288.0	0.0	0.0	146674.77	0.06111448567708333	2370001.0	578.0484	58.6056	871.3491	474.12546	578.0481	58.612354	868.7016	477.30286	6.00047	0.28440008	7.168723	4.305155	0.9996152	1.0349725	7.2578187	-10.803889	-466.5879	78.0771	78.00095	0.0051522614	0.00055163953	0.10099387	1.1066645	-0.010157404	2.9066157	18.295822	-0.9996162	0.29342985	233.26016	19763.610263109207
80	2128.9805	353.0331	2925.7043	1753.2891	2293063.2	401585.34	3084576.5	1823595.9	16.72189	2.4228978	22.33714	9.805817	16.267063	1.5945141	18.234922	13.223577	288.0	288.0	0.0	0.0	148415.0	0.061076131687242796	2400001.0	577.9496	58.575363	881.66907	470.9255	577.9484	58.581993	867.1799	472.75867	6.010479	0.27623543	7.2214355	4.3049603	1.0002682	1.0161141	6.0312314	-11.701387	-462.8717	79.31171	79.28828	0.00497015	-0.00016487096	0.116346076	1.1238575	-0.19770184	2.9371557	18.864536	-1.0002686	0.2944131	233.47067	19997.082991838455
81	2093.7651	335.52545	2938.909	1710.1074	2410541.0	405973.2	3079886.8	1967690.5	16.503567	2.2347622	21.627495	10.797636	16.930315	2.4983	23.160786	14.128648	288.0	288.0	0.0	0.0	150132.62	0.061029522357723576	2430001.0	577.89545	58.623882	875.76794	476.3996	577.89484	58.629723	865.02277	472.2614	5.992332	0.2790783	7.109502	4.313195	1.0001379	1.0198624	8.022629	-12.147664	-461.96808	78.81624	78.77724	0.004993824	-2.340537e-05	0.10458529	1.1106164	0.15710954	2.9477453	19.064806	-1.0001378	0.31372452	233.36674	20230.4525513649
82	2111.7153	361.25555	2948.3489	1739.9689	2252061.5	404384.34	3022505.2	1900917.2	16.638794	1.9285123	22.770536	11.509205	15.732813	1.8761649	20.206886	13.558576	288.0	288.0	0.0	0.0	151869.11	0.06099161019076305	2460001.0	579.4521	59.057503	875.73315	478.0175	579.4515	59.06378	870.0182	477.42706	5.9981723	0.28745192	7.1157465	4.2739396	0.99993646	1.030692	6.171645	-12.436903	-469.30026	78.812294	78.74436	0.0051455856	0.00018969055	0.098625556	1.1040118	0.025879443	2.894933	18.08502	-0.99993646	11.357552	266.2243	20496.671398878098
83	2134.2534	382.8964	2920.3289	1706.1047	2433106.2	503666.12	3133844.5	1935827.6	16.256886	2.2239878	22.056181	11.564428	16.039349	2.2035024	20.242937	12.92362	288.0	288.0	0.0	0.0	153559.95	0.06093648933531746	2490001.0	579.14575	58.749325	868.7328	477.92065	579.14484	58.754612	863.51855	474.77298	5.9931664	0.28572565	7.0405564	4.296933	1.0001279	1.043544	5.708224	-12.828608	-468.74774	78.46758	78.422195	0.005178455	-5.6007384e-06	0.09085605	1.09555	0.13178925	2.8981464	18.141962	-1.0001277	0.29378057	248.7585	20745.441376924515
84	2089.7441	354.36356	2942.1604	1753.017	2158610.0	321339.66	3081161.2	1936820.8	16.859318	2.2694302	22.177761	10.751269	14.658522	1.857383	18.315468	12.241926	288.0	288.0	0.0	0.0	155317.67	0.06090889093137255	2520001.0	579.70654	59.411606	871.27466	478.64014	579.70624	59.417603	872.1598	458.96686	6.003058	0.2920468	7.193578	4.275715	1.0000132	1.0389651	5.3160667	-12.433321	-468.86655	79.68005	79.65188	0.0052335956	0.000114726674	0.09797256	1.1033107	-0.054445785	2.9003866	18.183857	-1.0000126	0.3570702	259.27835	21004.70766568184
85	2153.5337	385.63782	2973.7742	1748.4813	2291513.5	354508.97	3032315.2	1900597.6	16.389591	2.1178539	21.31554	12.175567	15.421324	2.0490088	18.566536	11.565904	288.0	288.0	0.0	0.0	157023.23	0.06086171875	2550001.0	580.1885	59.370075	871.6983	479.37396	580.1877	59.376415	870.85944	471.1383	5.998404	0.28958452	7.1733985	4.297418	1.0000908	1.0421548	6.2528577	-12.464491	-470.74698	80.094765	80.04768	0.005222866	2.309281e-05	0.087648615	1.0919715	0.026926225	2.8884356	17.966673	-1.0000918	12.000743	271.94495	21276.671740293503
86	2145.267	393.4236	2934.6746	1696.5146	2421659.0	432687.47	3049759.5	1989702.0	16.25326	2.1498263	20.609425	11.700915	16.840729	1.7093679	18.945076	13.519313	288.0	288.0	0.0	0.0	158718.42	0.060811655890804596	2580001.0	580.4736	59.240448	868.66693	479.22977	580.4728	59.245388	867.2404	478.81268	6.0037017	0.29377612	7.2389355	4.271712	1.0002977	1.0327045	5.87805	-11.942284	-468.69122	79.705986	79.697365	0.0052079377	-0.00020851812	0.097663105	1.1029583	-0.07334629	2.9089687	18.338713	-1.0002978	0.34303904	251.01466	21527.66288113594
