Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
15	2074.348	389.33215	2944.752	1691.1948	2228852.2	374991.78	3028439.0	1897711.0	14.129874	2.1759489	19.807903	10.148388	15.218994	1.6613054	18.140638	12.547897	288.0	288.0	0.0	0.0	35524.07	0.07400847981770833	450001.0	567.7363	56.270065	851.1014	465.35687	567.7354	56.270947	854.5366	463.86697	5.425762	0.22855368	6.5846157	4.1652236	0.42978346	0.05527694	1.2202623	0.35158327	1.0003872	1.0401342	9.027063	-11.896178	-441.32257	78.75116	78.75999	0.0044095395	0.00018473149	-0.0002843982	0.10891102	1.1154928	-0.016537169	3.0476558	21.066425	-1.0003867	0.287503	281.92	4233.064613342285
16	2082.9822	367.14417	2921.4143	1679.8125	2201740.0	399452.9	3074200.5	1910777.4	14.457585	1.847838	19.580105	10.191885	12.928676	1.7186514	15.681362	9.924773	288.0	288.0	0.0	0.0	37029.566	0.07260699295343137	480001.0	567.77026	56.75154	853.63635	467.38596	567.76984	56.750072	856.3615	462.6073	5.4251328	0.23066105	6.5593934	4.136492	0.42797843	0.055544246	1.1098129	0.3528114	1.0000914	1.0409468	7.7734604	-12.004996	-439.9023	80.02367	79.99882	0.004436932	0.00019686068	4.5312292e-05	0.11498108	1.1222825	-0.012902891	3.0592258	21.31143	-1.0000912	0.29800487	282.10074	4515.152280807495
17	2106.598	397.05283	2870.8232	1647.8118	2139980.2	269087.94	2882257.5	1831328.8	14.483324	2.2046683	19.496498	9.993135	12.377207	1.1943355	14.593316	10.923856	288.0	288.0	0.0	0.0	38538.293	0.07136720920138889	510001.0	568.2625	56.86268	853.9702	468.93057	568.2629	56.861877	854.0375	464.37677	5.412076	0.23033012	6.5289187	4.139338	0.4276463	0.055161107	1.2336318	0.37114733	0.99970806	1.0408443	4.7261944	-11.777375	-439.5221	79.80251	79.746216	0.004415267	0.00019814345	0.00048440267	0.11133664	1.1182262	0.030005045	3.068292	21.508549	-0.99970764	0.3121705	282.00607	4797.166893005371
18	2100.3933	352.24866	2858.5225	1732.7239	2079078.4	226151.75	2649803.2	1900652.0	14.449056	2.0707865	20.323706	10.531133	12.246532	1.7808737	15.7905035	10.375044	288.0	288.0	0.0	0.0	40044.86	0.07025413925438596	540001.0	570.5072	56.7597	854.9202	470.54373	570.5074	56.76086	856.9863	468.96472	5.426295	0.22470638	6.7130494	4.178568	0.42360738	0.053622488	1.2111505	0.35665953	1.00026	1.0403817	4.673104	-11.626041	-442.11496	79.75435	79.64583	0.0043718475	0.00019136014	-0.00013991688	0.11558021	1.1228714	-0.023399878	3.063561	21.404558	-1.0002599	0.29443264	282.3828	5079.542010784149
19	2016.5403	318.93057	2853.6467	1617.3287	2092817.8	348290.2	3055961.8	1776385.9	14.26614	1.6615151	18.975311	9.714222	12.423352	0.9998865	13.791853	10.746438	288.0	288.0	0.0	0.0	41531.113	0.06921852213541667	570001.0	571.4752	56.69564	854.8149	471.24527	571.47534	56.697144	857.0992	470.88486	5.4230356	0.2323715	6.7092743	4.146246	0.4248217	0.053321406	1.2164172	0.35573906	1.0001234	1.0408003	4.0271955	-12.303937	-446.44867	79.14283	79.01886	0.0044174893	0.00020304635	1.3876025e-05	0.106910124	1.1133142	-0.0032088382	3.0369532	20.843071	-1.0001236	0.29556036	282.02515	5361.555789709091
20	2063.1763	358.64545	2892.4202	1696.1005	2355752.8	508409.3	3049418.5	1753827.2	14.352787	1.8932439	18.893244	10.056316	13.584595	1.4122983	15.422956	10.596923	288.0	288.0	0.0	0.0	43026.28	0.06829568452380952	600001.0	571.4393	56.60109	855.5331	470.9225	571.4392	56.60247	858.5019	470.14764	5.4165373	0.22812697	6.4894876	4.136054	0.42567575	0.054426003	1.1796657	0.35566577	0.9999621	1.0376983	6.6303368	-11.644936	-442.85223	79.578575	79.46055	0.0044250926	0.00019955763	0.00020127452	0.10657048	1.1129405	0.012387218	3.0662177	21.461771	-0.9999624	0.26864505	282.21176	5643.762692689896
21	2047.4982	335.78403	2849.6912	1622.5573	2061644.8	153875.47	2300215.0	1869437.5	14.103485	1.7709453	18.84663	10.037744	16.794697	2.0186656	19.79905	13.730001	288.0	288.0	0.0	0.0	44497.61	0.06742062026515151	630001.0	572.2981	56.60232	859.82086	471.22412	572.2974	56.60633	861.0825	469.9368	5.4230137	0.22839841	6.727567	4.162852	0.426066	0.054373946	1.4035908	0.33563808	0.99998236	1.04538	5.501517	-10.206331	-446.26822	79.10332	78.97919	0.0044550295	0.00020654571	0.00017581138	0.10578842	1.1120372	-0.01468289	3.0447695	21.005625	-0.9999823	0.29506493	281.96365	5925.720632791519
22	1977.2675	266.22104	2918.4778	1703.7537	2225774.5	378822.8	3012395.5	1892347.4	14.554914	2.162239	19.465717	10.360528	13.48049	1.5393463	15.866158	10.564107	288.0	288.0	0.0	0.0	46013.06	0.06668559216485508	660001.0	571.88293	56.853455	861.32153	471.98938	571.8822	56.859707	863.06616	468.79263	5.4157977	0.22576314	6.5472555	4.14258	0.42611185	0.054145403	1.4387664	0.32673082	1.0000405	1.0482463	4.502792	-12.556297	-445.41724	79.62933	79.51319	0.004443876	0.00020458798	0.00011442588	0.10576432	1.1120477	0.0145378625	3.049447	21.104136	-1.0000405	0.29829216	281.91168	6207.647177457809
23	2017.9747	326.5267	2941.2441	1659.837	2167835.5	323198.62	2817730.5	1866760.6	14.260505	2.040626	20.223063	8.197775	12.532103	1.7133884	16.671375	10.463252	288.0	288.0	0.0	0.0	47497.84	0.06596922200520833	690001.0	571.6923	57.06735	860.7588	472.1289	571.6923	57.07135	861.6347	465.60352	5.4238725	0.22817555	6.5663223	4.104206	0.4268412	0.05581665	1.4457177	0.33018383	0.99983186	1.052389	4.5695686	-11.791891	-445.77563	79.620445	79.47982	0.00447883	0.00021394492	0.0003444479	0.09669372	1.1018995	-0.024399223	3.0435226	20.979418	-0.9998319	0.33578706	281.7291	6489.374197721481
24	2059.6902	366.931	2941.0002	1672.2665	2233711.8	399388.4	2973032.2	1833744.9	14.387914	1.9528947	18.522375	10.200606	12.878538	1.6065726	15.292637	10.192266	288.0	288.0	0.0	0.0	48995.49	0.06532731770833333	720001.0	571.0487	56.44852	860.5354	471.55496	571.04865	56.45247	860.87366	469.40515	5.4145103	0.22294466	6.874809	4.1555743	0.42498392	0.054961324	1.1418781	0.35194436	1.0001045	1.05257	5.755415	-12.737606	-444.11807	79.38475	79.2228	0.004437164	0.00020601724	5.0957602e-05	0.10429886	1.110405	0.003889674	3.0532906	21.185715	-1.0001043	0.30027938	281.9527	6771.325618982315
25	2062.6255	363.76993	2928.8193	1680.6317	2383528.5	447572.75	3111536.8	1867876.6	14.17518	1.7523508	18.504642	10.746306	13.713765	1.8028021	15.4870405	10.235696	288.0	288.0	0.0	0.0	50471.992	0.06470768229166667	750001.0	570.87036	55.91272	860.39545	471.16443	570.8705	55.91817	860.32983	469.33267	5.4160676	0.226638	6.575441	4.099187	0.42312366	0.056824595	1.5067029	0.3455019	1.0002028	1.0519755	3.6931925	-11.500193	-444.85107	77.767815	77.58776	0.0044473424	0.00021409348	-7.504422e-05	0.113120705	1.120125	0.013844119	3.045826	21.029089	-1.0002031	0.29390168	281.39273	7052.71279668808
26	1989.7726	309.3477	2844.0732	1689.2438	2023470.0	111273.46	2223122.5	1867064.4	14.397197	2.006454	20.545412	9.653426	12.669763	1.4721266	15.604735	10.204747	288.0	288.0	0.0	0.0	51970.664	0.0641613136574074	780001.0	571.2207	56.351284	860.4464	469.44943	571.22064	56.354733	861.48505	469.96896	5.4190645	0.22550008	6.9527364	4.110011	0.42465684	0.057190623	1.1498132	0.34823155	1.0000745	1.0541852	9.057537	-12.057242	-444.9987	78.36074	78.18739	0.004458223	0.00021558447	7.473605e-05	0.10711863	1.1134585	-0.0033503566	3.0468311	21.048763	-1.0000744	0.310081	280.95227	7333.691437005997
27	2015.7122	320.3673	2832.3262	1674.9211	2155064.5	387322.28	2897788.2	1830577.4	14.328624	1.9655734	18.570814	9.644712	12.329184	1.8582892	15.945672	10.362303	288.0	288.0	0.0	0.0	53464.316	0.06364799572172619	810001.0	571.17084	55.760338	857.0777	471.6454	571.16986	55.76379	858.1484	469.86624	5.4187145	0.22646067	6.4822774	4.110112	0.42625144	0.057755638	1.4755815	0.33805087	1.0000356	1.0587487	4.7693596	-12.366793	-444.94653	77.48145	77.27946	0.0044950186	0.00022016712	0.00013132062	0.09594549	1.1010315	-0.008664207	3.0467198	21.04661	-1.0000356	0.3066175	280.6966	7614.370367527008
28	2138.2786	391.76135	2918.5303	1627.1814	2275559.0	467055.9	3059954.0	1849426.1	14.043513	1.9167905	18.296347	9.24002	13.035299	1.1814778	15.265808	11.420658	288.0	288.0	0.0	0.0	54925.336	0.06313257004310345	840001.0	571.19696	55.989147	859.1694	471.35284	571.1977	55.992043	859.639	469.37292	5.412872	0.23035361	6.6016283	4.081219	0.42830852	0.062970705	2.002012	0.3385201	1.0001577	1.0590649	3.6925411	-12.875115	-445.36368	78.55695	78.35714	0.0045302873	0.00023172866	-1.8181865e-05	0.10773373	1.1141528	0.015504427	3.0442398	20.994244	-1.0001575	0.27653122	280.66623	7895.040703058243
29	2114.5925	401.67667	2898.661	1691.1698	2126149.5	429046.16	3037827.8	1816976.4	14.315711	1.9916831	19.397379	10.206486	11.60411	1.7623353	14.391901	8.729547	288.0	288.0	0.0	0.0	56417.508	0.06268611979166666	870001.0	571.0426	55.937042	857.0073	470.4611	571.04193	55.941414	857.6756	469.44608	5.411397	0.22980554	6.5521665	4.075068	0.42892805	0.061676316	1.6289511	0.34872055	0.99992967	1.0583614	3.982152	-13.7472515	-447.20352	78.16161	77.96424	0.0045244503	0.00023068696	0.00023568145	0.10698362	1.113234	0.016256025	3.0282	20.66023	-0.9999293	0.30231214	280.302	8175.33703494072
30	2055.6064	353.11096	2867.0374	1687.7968	2289914.5	458998.44	2992996.0	1794941.1	14.436843	1.7912849	18.333977	10.364511	11.268457	1.055979	12.942565	9.886984	288.0	288.0	0.0	0.0	57922.49	0.062282245463709675	900001.0	571.7369	55.78478	856.36383	469.5243	571.7363	55.78841	857.18463	468.53534	5.433186	0.23291741	6.561648	4.0727124	0.4251671	0.059430465	1.0653777	0.32191512	1.0003039	1.0538907	3.5042753	-12.535934	-445.90512	76.778786	76.56082	0.0044730203	0.0002317728	-0.0001970139	0.12032214	1.1282445	-0.05878836	3.0407631	20.923626	-1.000304	0.2895205	280.23593	8455.578795194626
31	2046.8245	341.80795	2888.5566	1710.0422	2234796.5	464966.38	2951227.8	1831174.0	14.064972	1.9542786	19.11151	8.4227495	11.658863	0.8074963	13.232262	10.434901	288.0	288.0	0.0	0.0	59386.848	0.06186129964192708	930001.0	571.5982	56.032352	860.0094	470.81332	571.5986	56.0362	862.49176	466.73	5.416139	0.23077606	6.572655	4.103906	0.4248702	0.06053763	1.889122	0.3501422	0.999748	1.0595872	7.6662254	-13.176319	-445.68488	77.59458	77.37106	0.0044964673	0.00023009386	0.00045034775	0.10835444	1.114933	0.0068325205	3.0444505	20.999517	-0.9997486	0.27323556	279.65887	8735.227915525436
32	2038.6222	361.86267	2976.4888	1629.4967	2069767.6	167201.14	2427632.8	1852430.9	14.375349	2.084634	20.121445	10.342394	12.386161	1.5553402	14.392243	9.175663	288.0	288.0	0.0	0.0	60885.02	0.06150001972853535	960001.0	571.95593	55.953594	858.92206	470.68082	571.9557	55.958454	858.4696	470.06174	5.4128704	0.22927633	6.8060946	4.0621953	0.42533383	0.060815573	2.311944	0.349876	1.0002158	1.0606296	6.9469757	-14.932269	-447.35742	77.388824	77.161415	0.0044971383	0.00022923184	-5.5625962e-05	0.10634168	1.1126405	0.004160413	3.034191	20.786692	-1.0002164	0.3108232	279.2391	9014.47991156578
33	2076.0396	359.58908	2906.4805	1701.8611	2186500.2	401953.1	3040875.2	1828512.5	14.551716	1.9541823	19.84962	8.347542	11.84487	1.0167087	13.667087	9.864912	288.0	288.0	0.0	0.0	62400.0	0.0611764705882353	990001.0	571.5452	55.4782	854.78766	471.84842	571.54553	55.48145	855.37354	465.79724	5.4225907	0.22574297	6.5934887	4.1264477	0.42184243	0.058128953	1.5452962	0.34929794	1.0001235	1.0543808	3.7308035	-14.898636	-445.5142	75.61981	75.38493	0.0044254004	0.00021876306	5.303925e-05	0.11218192	1.1192213	-0.026204513	3.0444317	20.99879	-1.0001236	0.30136752	279.45795	9293.924265861511
34	2066.8958	358.75555	2876.7869	1698.3274	2382333.0	452517.7	3133490.5	1888624.5	14.136911	2.12019	19.264038	9.22341	14.595866	1.2132618	16.57003	12.444941	288.0	288.0	0.0	0.0	63876.06	0.060834341517857146	1020001.0	572.1751	56.119343	858.86993	472.29166	572.17554	56.12174	858.15704	470.40793	5.4225583	0.22760732	6.7002397	4.084587	0.42096257	0.055752434	1.0300703	0.3503775	1.0001904	1.0553045	4.7643704	-11.070371	-444.92847	76.7207	76.45656	0.004419244	0.00022254113	-3.4141955e-05	0.109583594	1.116351	-0.0088278465	3.0541635	21.2036	-1.0001905	0.3017714	278.8354	9572.773653745651
35	2097.936	361.81866	2908.8274	1729.1442	2198347.0	410570.84	3061249.5	1866638.5	14.324731	1.9367692	21.408173	9.727837	14.6485	1.3640063	17.466003	12.519943	288.0	288.0	0.0	0.0	65366.3	0.060524352575231484	1050001.0	572.97516	56.25561	859.2729	473.5064	572.9749	56.25753	860.20935	472.66495	5.4155617	0.22596239	6.510929	4.0970225	0.41970098	0.056280702	0.9281805	0.33367628	0.99999434	1.0562406	3.9034472	-11.493222	-443.8109	76.0339	75.79418	0.0044193952	0.00021940327	0.00018125858	0.113481626	1.120741	0.008538107	3.0701315	21.545675	-0.99999493	0.2818427	278.8422	9851.615536689758
36	2109.3833	379.66647	2865.7522	1710.2771	2162934.5	339333.22	3048031.2	1890208.5	14.57865	1.9961259	18.60996	8.627003	14.35242	1.3158966	16.59414	12.281274	288.0	288.0	0.0	0.0	66884.36	0.060256179617117114	1080001.0	573.4022	55.94699	857.72186	473.50098	573.40204	55.952763	856.63745	473.16794	5.418923	0.22089949	6.755518	4.084623	0.41723287	0.056347035	0.8614778	0.3414893	1.0001149	1.0486622	4.6948814	-11.803659	-444.01736	75.50829	75.246735	0.0043601766	0.00021296642	2.1820926e-05	0.12520255	1.1338365	-0.029046774	3.0710702	21.56677	-1.0001153	0.2805543	278.91745	10130.526813745499
37	2058.8057	355.3997	2913.498	1713.8264	2180957.8	330204.28	3014335.0	1881805.5	14.417977	2.013997	19.39304	9.917986	13.351221	2.1220973	16.279654	9.802045	288.0	288.0	0.0	0.0	68386.555	0.05998820586622807	1110001.0	572.66376	55.201477	851.0589	473.5309	572.6635	55.20548	852.8173	471.47015	5.4202437	0.21392597	6.5400076	4.158477	0.40856376	0.05612455	0.878613	0.30375075	0.99974275	1.0461837	9.274761	-11.272949	-443.29843	74.83415	74.57714	0.004302754	0.0002042309	0.00044463895	0.1312303	1.1406783	-0.030866794	3.0712929	21.571932	-0.9997423	0.30677772	278.52115	10409.049885988235
38	2138.3167	390.60892	2910.0803	1697.0571	2156318.0	322560.72	2963496.2	1852040.1	14.441008	2.0357878	19.167295	9.434328	13.820068	0.9375033	16.174923	12.443085	288.0	288.0	0.0	0.0	69890.305	0.0597353031517094	1140001.0	573.5198	55.549026	856.3774	472.6542	573.52045	55.55065	857.15155	470.4362	5.4223166	0.21478862	6.7498245	4.1469197	0.40696102	0.056070782	1.041635	0.28125256	1.0003264	1.0441837	5.6624713	-10.919628	-444.87967	75.30572	75.043274	0.004292362	0.00020632372	-0.0002208888	0.1332687	1.1430721	-0.04673336	3.0653152	21.442776	-1.000326	0.29959583	278.38895	10687.42953157425
39	2076.8481	369.8795	2883.1833	1650.3678	1968002.8	111971.08	2214403.8	1802553.8	14.096514	2.0025985	19.120447	8.929731	13.78954	1.6467817	16.18817	11.566785	288.0	288.0	0.0	0.0	71359.96	0.05946663411458333	1170001.0	574.96356	56.047783	859.8623	475.32498	574.964	56.04991	860.05817	468.53906	5.393355	0.21282935	6.74958	4.123025	0.40454918	0.05778533	0.8885061	0.29397172	0.9998452	1.0498533	6.6954765	-12.345415	-444.77264	76.141045	75.89737	0.004252712	0.00020583563	0.0003205008	0.11322492	1.1204234	0.072078444	3.082474	21.81789	-0.99984527	0.2970283	278.1972	10965.636135578156
40	2028.9862	331.3622	2926.6204	1593.6676	2124222.2	270387.1	2887056.2	1904812.6	14.426393	2.040265	20.236586	9.930849	14.065737	0.83959305	15.203508	12.69088	288.0	288.0	0.0	0.0	72861.16	0.059236712398373984	1200001.0	576.8274	56.02766	863.5171	471.4925	576.8275	56.03288	864.6985	476.1599	5.437674	0.21810941	6.593631	4.096029	0.40815082	0.061008584	0.9360578	0.28025463	1.0002722	1.0464077	8.729254	-13.841028	-444.43884	75.930115	75.6976	0.004265521	0.00021375775	-0.00015090803	0.11798508	1.1258131	-0.16546515	3.091549	22.016802	-1.0002722	0.31667638	278.2971	11243.937886953354
