Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	QcPi	QcPiRaw	QcPiVar	QcPiCVaR	PiEntTerm	PiQTerm	PiCostTerm	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
11	1642.4802	633.84863	2677.158	65.179756	1545799.8	703321.2	2676007.8	0.0	10.784412	1.9488058	14.54457	4.977423	5.7102966	2.2794642	9.2	0.0	288.0	288.0	0.0	0.0	22239.018	0.061775048828125	330001.0	484.7781	184.3094	889.78046	-11.148262	484.7773	184.31279	892.1126	-13.734958	4.684847	0.22987324	6.024437	3.4170012	0.4034951	0.14329411	1.035014	0.17177296	1.000167	1.0387014	7.2498937	-14.519974	-407.1444	95.38206	95.40225	0.0041395747	0.0001426049	-1.8863297e-05	-0.076091446	0.92716396	4.6540017	4.6442013	0.40360332	4.776296	0.9271828	484.20163	76.13006	0.043139607	2.7686303	15.94068	-1.0001669	0.97969556	490.03848	5244.421879053116
12	1618.4381	622.0011	2623.2463	49.640747	1817994.6	648755.3	2684225.2	526931.8	10.6849375	2.1726909	16.012947	2.6609786	7.6886687	1.3023744	9.536035	5.533573	288.0	288.0	0.0	0.0	23351.572	0.05987582632211538	360001.0	484.6158	186.07477	896.3661	-10.881199	484.614	186.08058	899.02136	-14.894426	4.721432	0.23932831	6.1036563	3.5715816	0.40892768	0.14977357	1.0759647	0.17103475	1.0001683	1.0259781	9.181852	-13.989515	-405.96222	95.37188	95.36479	0.0041339155	0.00014413176	-3.4734647e-05	-0.07337463	0.92961967	4.693562	4.684114	0.40903938	4.816588	0.92965436	484.0672	77.17535	-0.044745773	2.7738156	16.022892	-1.0001683	0.974	492.43005	5736.847533941269
13	1684.6294	589.9092	2606.7014	41.207344	1608754.2	718875.44	2661626.5	33613.17	10.699538	1.8947423	14.831738	3.3318126	7.381643	3.048513	12.242945	0.0027098448	288.0	288.0	0.0	0.0	24466.17	0.05825278552827381	390001.0	483.67157	186.00667	894.4414	-9.275956	483.67047	186.01039	905.06366	-12.250998	4.693399	0.22839147	6.158514	3.6503515	0.40199053	0.1438842	1.0251868	0.16565439	0.99988353	1.0293958	9.089174	-13.053323	-405.74695	96.63175	96.57617	0.0040973504	0.00014232057	0.00023248699	-0.09951155	0.9055802	4.6674232	4.657746	0.40206686	4.789441	0.90534776	483.1199	76.46763	0.022848194	2.770391	15.966534	-0.9998833	0.9965129	488.36185	6225.197692394257
14	1784.0787	575.0593	2622.2488	38.018036	1689835.6	703275.4	2356679.5	18270.0	10.9566345	2.2150064	16.533224	3.5329688	4.706781	2.1874855	7.201034	0.0	288.0	288.0	0.0	0.0	25606.512	0.056903359375	420001.0	484.31885	185.69223	895.4995	-7.9895263	484.31885	185.69395	896.42377	-10.285477	4.690801	0.22635652	6.0680265	3.7145135	0.40371603	0.15025945	1.2059962	0.16193491	1.0001606	1.0265573	7.8093596	-13.591028	-405.6646	97.00235	96.93125	0.0041311868	0.00015047072	-1.5653945e-05	-0.09697897	0.90806055	4.6666303	4.656958	0.40378696	4.7887907	0.9080762	483.76492	77.192276	-0.032614056	2.7799246	16.119349	-1.0001603	0.9639571	503.68143	6728.891315698624
15	1676.7202	565.5116	2591.2446	58.566967	2096089.6	574911.0	2806949.2	925578.1	10.473505	1.8575177	15.856786	5.916548	11.543444	1.9371794	13.70578	7.6642294	288.0	288.0	0.0	0.0	26698.465	0.0556218017578125	450001.0	482.2307	184.11519	893.4337	-10.3686075	482.23035	184.11594	895.05804	-10.453942	4.644811	0.22179243	6.067622	3.6205246	0.3993968	0.14758965	1.5040675	0.15938644	1.0000284	1.0346826	6.474108	-12.929865	-402.96072	95.647545	95.548584	0.0040840153	0.00015177934	0.000111989306	-0.08438292	0.9194907	4.621215	4.6111073	0.39940906	4.742731	0.91937864	481.6441	77.763985	0.01763364	2.796863	16.396376	-1.0000285	0.98957014	498.91528	7227.80472445488
16	1541.4838	647.81274	2569.9302	40.300915	1490503.0	714789.1	2530626.5	33346.047	10.429328	2.5030007	16.746803	1.1548488	5.1133294	2.6017737	8.269663	0.9264246	288.0	288.0	0.0	0.0	27785.662	0.05448169041053921	480001.0	481.0315	183.5683	891.44934	-7.859478	481.03012	183.5731	895.08514	-8.338656	4.683254	0.23561242	6.041861	3.6393456	0.40090948	0.14190972	1.0037928	0.15605724	1.0000696	1.0281395	7.5848436	-11.955553	-402.44278	94.9467	94.81632	0.0040914593	0.00014839093	6.965483e-05	-0.08337879	0.92038524	4.6622467	4.6525035	0.4009528	4.7841277	0.9203156	480.47528	77.11219	-0.00704948	2.779938	16.118544	-1.0000696	0.9943452	495.07614	7722.884430408478
17	1704.9863	605.6294	2664.4402	51.1367	1460151.4	806688.56	2219997.0	0.0	10.619025	2.267476	17.341686	4.6422253	5.1040726	2.8645594	8.669496	0.0	288.0	288.0	0.0	0.0	28891.12	0.05350207248263889	510001.0	478.64716	182.16098	887.67725	-11.503122	478.6468	182.16331	888.57306	-14.459455	4.6271462	0.22716591	6.073303	3.5494561	0.3995887	0.14294493	1.0146203	0.15971994	1.0001179	1.0424745	6.9038663	-12.759888	-399.54575	93.51988	93.49104	0.0040953904	0.00015248584	2.54879e-05	-0.07054447	0.93246555	4.6057525	4.5954676	0.3995745	4.7273846	0.93244016	478.0638	77.585686	0.013072295	2.7979276	16.411877	-1.0001179	0.95643926	501.53607	8224.414301156998
18	1759.947	609.12695	2640.1472	70.31844	1811148.8	642327.2	2544892.2	285648.94	10.267173	2.051586	16.781773	3.9296806	7.0397134	2.3814027	11.556345	3.3948574	288.0	288.0	0.0	0.0	29959.953	0.05256132127192983	540001.0	477.7926	180.92662	872.55707	-9.178234	477.79196	180.9287	873.7312	-9.920334	4.604571	0.22163022	6.0821958	3.5978208	0.4015656	0.14878109	1.8835655	0.16328144	1.000122	1.0608916	6.924278	-13.550009	-400.7861	91.47019	91.44153	0.0042057917	0.00016294261	2.2832926e-05	-0.097330526	0.9077261	4.584119	4.573631	0.40147424	4.7059274	0.9077033	477.21085	75.51701	-0.020095965	2.7754762	16.04773	-1.0001225	0.950629	523.5133	8747.951663255692
19	1699.9849	557.0028	2569.4702	55.252388	1887238.0	544892.7	2477533.0	758468.0	10.311796	2.1203313	18.753944	3.3101668	8.520233	2.1967137	12.447036	4.7099295	288.0	288.0	0.0	0.0	31033.281	0.05172213541666667	570001.0	478.3451	179.7833	879.171	-6.9695787	478.34363	179.7877	883.04926	-9.776696	4.5952435	0.2314963	6.213273	3.54581	0.4035016	0.1569458	1.0999116	0.18405056	0.9998756	1.0389333	8.680767	-11.704545	-400.0124	90.244225	90.22549	0.004154778	0.00016259648	0.00024675095	-0.07457194	0.9285588	4.5758276	4.565233	0.40348834	4.6977983	0.928312	477.786	76.84529	-0.029965533	2.7945354	16.357367	-0.9998758	0.9678595	518.0562	9266.119448184967
20	1614.6335	633.0186	2557.3455	37.35042	1908881.2	633173.1	2651933.8	213279.56	10.42051	2.0751789	15.76402	2.0936673	5.0604925	1.1252143	6.719241	2.9163458	288.0	288.0	0.0	0.0	32120.443	0.050984830729166666	600001.0	474.8494	178.39093	864.62854	-9.844993	474.8478	178.39578	865.5935	-13.07149	4.5838494	0.24672979	6.245644	3.5818233	0.40337104	0.1679158	1.3462875	0.1894544	1.0002813	1.0317684	7.3687205	-10.975721	-393.34393	89.21996	89.213005	0.004193067	0.000172404	-0.00013483585	-0.053416334	0.9483867	4.565245	4.554508	0.40334573	4.68698	0.94852155	474.30487	80.012436	-0.014155151	2.8373222	17.070835	-1.0002806	0.9700844	531.0723	9797.108088254929
21	1541.06	646.38904	2509.72	32.002174	1892239.0	598263.8	2685211.0	691339.2	10.108091	1.9664541	14.533728	2.0353212	7.3714857	0.9471351	8.593517	5.7241244	288.0	288.0	0.0	0.0	33174.832	0.05026489701704545	630001.0	472.89575	178.60234	858.0215	-13.559889	472.89386	178.60727	851.763	-16.552387	4.6009665	0.25608748	6.2281437	3.6094706	0.39991444	0.17272475	1.2018905	0.19269232	1.0001255	1.0229479	6.9710026	-14.520415	-392.55997	88.78603	88.78538	0.0041609863	0.00017612714	1.6209904e-05	-0.05575226	0.9463203	4.5835586	4.5729766	0.3998526	4.7046423	0.946304	472.37836	78.872116	0.02326826	2.8192565	16.764996	-1.0001253	0.95847964	694.8362	10491.8906686306
22	1591.9297	641.153	2630.592	40.36778	1573137.9	754698.1	2724851.2	0.0	10.134266	2.1392307	15.244122	2.550611	5.5827074	2.2924945	8.242422	0.0	288.0	288.0	0.0	0.0	34226.56	0.04960370810688406	660001.0	472.32013	179.54909	857.8596	-9.933027	472.31842	179.55423	852.0774	-11.065354	4.620068	0.25315604	6.154124	3.502145	0.39609218	0.16525017	1.1387417	0.18703555	1.0000432	1.021154	7.890354	-11.972109	-392.71173	89.15448	89.06907	0.0041078273	0.00017007596	0.00010455373	-0.05417882	0.9479332	4.603968	4.593596	0.39604375	4.7246084	0.94782865	471.81265	78.15309	-0.011562332	2.8057692	16.541113	-1.0000433	0.9559512	859.1269	11351.033884048462
23	1708.9048	544.1965	2539.005	43.853806	1569336.2	712274.06	2494844.0	197211.5	9.998397	1.9630102	15.009411	3.6669538	6.215324	2.3545263	10.825732	2.4566188	288.0	288.0	0.0	0.0	35271.527	0.048988232421875	690001.0	469.18887	178.72505	841.4062	-13.955433	469.1874	178.72986	835.63617	-15.352858	4.58324	0.2419288	6.1801295	3.5117805	0.3916648	0.16577701	1.183107	0.18511327	0.99993837	1.035332	7.000968	-12.382671	-388.00854	87.896935	87.802124	0.004095395	0.00017604437	0.00019943576	-0.051027935	0.9507675	4.566509	4.5557823	0.39152953	4.686407	0.950568	468.65073	79.6916	0.04467604	2.8333583	17.004265	-0.999938	0.957062	976.23456	12327.272507190704
24	1647.5546	598.7883	2553.2883	78.32482	1407388.4	563576.7	2120002.8	0.0	10.300855	2.0948846	16.601923	5.543486	5.3865776	2.2855105	8.334918	0.0	288.0	288.0	0.0	0.0	36342.74	0.048456984375	720001.0	468.95425	178.7621	843.071	-8.214078	468.95282	178.76668	838.13947	-9.913729	4.578189	0.24208061	6.209173	3.6620574	0.39802915	0.17235288	1.1803944	0.18537162	1.0001855	1.05117	5.0147996	-13.195357	-390.39713	88.1373	88.0591	0.0042378837	0.00018921576	-3.7718153e-05	-0.066501625	0.9362282	4.5625963	4.5518217	0.39785558	4.6833644	0.936266	468.41714	77.08373	-0.03386783	2.800755	16.459215	-1.0001854	0.9674907	918.79626	13246.07304739952
25	1544.6193	686.73126	2590.0945	34.862926	1672507.9	507230.1	2334387.5	980265.6	9.875519	2.445738	15.221416	2.1770442	7.594766	1.1471881	9.742147	5.9910035	288.0	288.0	0.0	0.0	37371.19	0.04791178385416667	750001.0	467.2447	178.9048	838.84656	-13.541446	467.24265	178.91026	833.0018	-14.423851	4.568101	0.24425048	6.224329	3.5134315	0.39756638	0.1756849	1.1736773	0.18479258	1.000088	1.0335082	6.837618	-13.670471	-387.02133	88.79605	88.72604	0.004171249	0.00018808183	4.463752e-05	-0.052310675	0.9495161	4.552919	4.5420375	0.39741614	4.673535	0.9494715	466.72058	78.74976	-0.0015185459	2.824343	16.850063	-1.0000889	0.9642701	961.48584	14207.54461479187
26	1598.2368	665.3462	2569.3428	26.59017	2014410.4	373746.03	2679794.0	1373840.9	10.077418	2.3586862	15.044138	0.89853567	6.738898	1.7837	10.42485	4.472483	288.0	288.0	0.0	0.0	38421.375	0.04743379629629629	780001.0	466.1234	180.17694	840.6178	-12.430563	466.12274	180.18011	833.32733	-11.9459505	4.5661955	0.2405974	6.192471	3.5487716	0.39172196	0.17132536	1.1786404	0.18505436	0.9998442	1.0329384	4.6260624	-11.780764	-385.59366	88.89577	88.827484	0.004104202	0.00018136985	0.00028692768	-0.067118734	0.9357532	4.551416	4.5405207	0.39157313	4.6711807	0.93546635	465.59244	79.063324	0.017340621	2.8288047	16.925575	-0.9998442	1.1569829	909.566	15117.105682849884
27	1642.4963	588.58026	2556.811	50.410164	1312064.4	731627.8	2283290.5	29813.463	10.276738	2.347306	17.732515	3.8635519	5.731417	3.037685	11.250435	0.9366571	288.0	288.0	0.0	0.0	39495.09	0.04701796409970238	810001.0	466.6643	180.60976	840.44885	-10.99036	466.66345	180.61223	836.22107	-11.954481	4.592868	0.2406156	6.1635346	3.5734246	0.39547932	0.1713314	1.1217437	0.18256716	0.999968	1.0197299	7.0798817	-14.0434265	-387.24408	89.06033	89.00088	0.004108313	0.00017575632	0.0001586566	-0.0602317	0.9419914	4.5795455	4.5689526	0.3954199	4.6999197	0.9418327	466.15247	77.96658	-0.024510529	2.8085546	16.587954	-0.9999675	0.98113585	913.42444	16030.527912378311
28	1634.3516	626.30695	2601.9568	73.77548	1561666.8	1002499.6	2802655.5	0.0	9.6989765	1.8396419	14.620089	4.5213737	7.6107397	4.013268	11.855459	0.0	288.0	288.0	0.0	0.0	40503.555	0.046555809985632184	840001.0	465.39536	180.78224	842.8256	-8.533946	465.39487	180.78479	834.03186	-10.041289	4.5575194	0.24367921	6.2160664	3.568815	0.386117	0.16618514	1.6790612	0.18154337	1.0001273	1.0308319	4.609078	-12.290995	-385.6687	89.95033	89.91806	0.0040850625	0.00018200261	4.3427467e-06	-0.07262858	0.9305147	4.5433803	4.532383	0.3859677	4.6623263	0.9305104	464.85986	78.26069	0.075319566	2.8200452	16.783592	-1.0001273	0.9796121	857.6157	16888.143769979477
29	1648.1235	522.1184	2553.0479	89.61393	1591016.8	852343.8	2711681.0	0.0	10.003122	1.7975341	14.198883	5.537679	6.2190866	3.350977	9.604869	0.0	288.0	288.0	0.0	0.0	41543.086	0.046158984375	870001.0	465.11328	180.32863	835.00256	-6.087639	465.11304	180.33163	834.63556	-7.9512053	4.5791807	0.24656451	6.3376822	3.6854343	0.3973431	0.18518731	2.027545	0.18464193	1.0000477	1.0172333	3.7533596	-12.664663	-385.74176	89.75009	89.703766	0.0041038585	0.00018512386	6.738176e-05	-0.06808407	0.9346558	4.566219	4.5554786	0.3972643	4.686581	0.9345884	464.60068	77.9243	-0.04265144	2.810907	16.627583	-1.0000479	0.9626565	902.5593	17790.71725988388
30	1804.5292	542.26074	2637.975	79.2929	1804962.6	342467.7	2261456.0	1268968.2	10.3172655	1.8832974	15.390178	6.506971	5.018386	1.22452	7.483742	3.0598073	288.0	288.0	0.0	0.0	42619.26	0.04582716313844086	900001.0	467.64014	180.7357	843.4529	-1.5110354	467.63965	180.73683	834.03436	-4.419891	4.5781655	0.24027388	6.305144	3.691243	0.38742968	0.17007773	1.6609192	0.18353629	1.0002366	1.0240892	4.9229603	-12.07874	-390.69577	90.98672	90.938644	0.004077136	0.00017514893	-0.00011105342	-0.08545985	0.9186194	4.565915	4.555186	0.38735586	4.6850038	0.9187304	467.14334	75.52881	-0.029491056	2.7799516	16.121122	-1.0002363	0.9852133	908.23816	18698.990097999573
31	1683.7573	591.1125	2580.6948	58.986256	1527236.9	860066.06	2603774.5	0.0	9.828113	1.9563084	14.95019	3.2900314	5.645233	2.546197	9.354621	0.0	288.0	288.0	0.0	0.0	43642.316	0.04546074625651041	930001.0	469.69034	180.99533	842.54614	-4.895566	469.69003	180.99728	842.3409	-8.103844	4.5686584	0.23664747	6.1813636	3.6861155	0.38632447	0.17224492	1.7907287	0.17800757	0.99960047	1.0204715	4.76462	-11.848881	-391.79337	91.459305	91.41423	0.003998333	0.000171634	0.0004799938	-0.08141853	0.9222629	4.556422	4.5455947	0.38623777	4.675266	0.921783	469.1956	76.48045	0.031862244	2.7946534	16.358654	-0.9996006	0.98088694	754.28357	19453.238340377808
32	1729.4869	526.2459	2608.3608	79.35338	1705203.2	652467.4	2675882.5	242633.56	9.908291	1.6414043	13.910509	5.434012	5.7109976	2.11634	10.4556	2.38795	288.0	288.0	0.0	0.0	44673.586	0.04512483428030303	960001.0	471.80515	181.28831	848.7122	-7.0359573	471.8047	181.29007	834.6795	-8.606998	4.5942144	0.23307225	6.1991606	3.608038	0.38016856	0.16170794	1.257579	0.18440647	1.0000527	1.0148666	3.8004518	-14.3629265	-393.73	91.35502	91.28811	0.003910113	0.00015979614	7.403485e-05	-0.085567124	0.9184645	4.582832	4.57229	0.38013747	4.7009296	0.9183904	471.3059	76.65753	-0.00581437	2.7914808	16.307072	-1.0000532	0.94999003	905.8602	20359.101012706757
33	1610.0013	611.5763	2584.8816	54.689198	1997358.8	187569.72	2271782.2	1716833.8	9.803745	2.013916	15.065052	3.9381115	5.874163	1.6083419	8.426471	3.1697998	288.0	288.0	0.0	0.0	45695.12	0.04479913832720588	990001.0	471.91913	181.2526	845.65015	-7.152581	471.91956	181.25284	836.0618	-10.3983555	4.578846	0.23037246	6.264027	3.6372545	0.38132095	0.15865755	1.113376	0.18387562	1.0003108	1.0296006	3.9292717	-13.0663	-396.55423	91.30048	91.24086	0.0040084124	0.00016452624	-0.00016604621	-0.10164162	0.90385705	4.567808	4.5571165	0.3812405	4.6861553	0.9040231	471.4303	73.97205	0.002612831	2.7587717	15.7851515	-1.0003114	0.96269155	927.4709	21286.554153442383
34	1644.2648	576.88934	2612.3894	91.58155	1453915.8	748622.06	2682348.5	0.0	10.282898	2.003423	16.380674	4.9863386	7.784204	2.959456	10.748403	0.0	288.0	288.0	0.0	0.0	46768.496	0.044541424851190475	1020001.0	472.28027	180.97151	846.45966	-7.767784	472.27966	180.97516	846.1398	-10.745121	4.5941744	0.23553637	6.2973366	3.6962986	0.3856782	0.16751547	1.2207497	0.18688093	1.0000993	1.0101552	5.434274	-14.441098	-392.56653	92.06919	92.038635	0.0040003317	0.00016621669	6.8523615e-05	-0.08731781	0.91724735	4.584653	4.574124	0.3856541	4.703552	0.91717887	471.7935	78.30978	-0.106555134	2.8118904	16.647886	-1.0000987	0.9623592	667.4791	21954.052584648132
35	1590.8005	645.6027	2596.9006	49.563656	1771683.0	342727.2	2282745.5	1277239.6	9.548857	2.0627646	14.241932	3.2704704	6.0818067	1.8727049	9.024947	3.1499193	288.0	288.0	0.0	0.0	47759.473	0.04422173394097222	1050001.0	468.5961	180.439	843.59406	-11.750602	468.59537	180.44176	837.3336	-14.008065	4.5052857	0.23423713	6.336178	3.63302	0.38411057	0.18134104	1.2452416	0.18122014	1.0002431	1.018083	5.943507	-11.699767	-388.7105	91.48583	91.46192	0.0040063113	0.0001834569	-6.217275e-05	-0.083848365	0.92023474	4.4980063	4.4865193	0.38396746	4.6163125	0.92029697	468.10144	78.47062	0.16012149	2.8325183	16.999506	-1.0002433	0.96907854	938.7389	22892.797346830368
