Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	AverageTestEpCost	StdTestEpCost	MaxTestEpCost	MinTestEpCost	EpLen	TestEpLen	EpGoals	TestEpGoals	CumulativeCost	CostRate	TotalEnvInteracts	AverageQR1Vals	StdQR1Vals	MaxQR1Vals	MinQR1Vals	AverageQR2Vals	StdQR2Vals	MaxQR2Vals	MinQR2Vals	AverageQCVals	StdQCVals	MaxQCVals	MinQCVals	AverageQCVar	StdQCVar	MaxQCVar	MinQCVar	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQR1	LossQR2	LossQC	LossQCVar	LossAlpha	LogAlpha	Alpha	LossBeta	LogBeta	Beta	PiEntropy	TestTime	EpochTime	TotalTime
11	2067.3464	351.05328	2867.234	1677.6226	2070002.6	300710.47	2941222.2	1879392.9	15.672438	2.0936823	20.26453	10.287298	18.105923	1.3564463	20.08396	16.537796	288.0	288.0	0.0	0.0	30280.715	0.08411309678819444	330001.0	572.5939	62.13148	882.3563	463.28738	572.59393	62.125984	885.34143	468.5664	5.8445463	0.2884902	7.5193114	4.302667	0.48463172	0.07541409	1.0631905	0.44536126	1.0001388	1.0415744	4.17025	-14.081295	-456.92566	87.38605	87.906845	0.005112868	0.00024067871	-2.7793822e-05	0.09284806	1.0976883	-0.07174417	2.9530654	19.166954	-1.0001392	0.3137803	281.00357	3190.3860902786255
12	2137.6953	373.5437	2934.1675	1722.8927	2382965.2	518555.03	3099935.0	1735590.9	15.524791	2.2684748	21.341722	10.421841	11.964893	1.8501683	14.787479	8.994469	288.0	288.0	0.0	0.0	31896.645	0.08178626802884616	360001.0	571.6843	61.31939	873.3012	465.49396	571.6843	61.31155	871.81757	468.2053	5.8387237	0.2929719	7.1158266	4.299923	0.47948375	0.08837324	1.071499	0.4379533	1.0002147	1.0372205	3.6677551	-13.890582	-454.9558	84.85711	85.35508	0.005092073	0.00025643627	-0.00010948155	0.11642245	1.1238132	0.014240558	2.9630997	19.358492	-1.0002141	0.31798434	280.59943	3470.977702140808
13	2062.7654	335.6254	2971.6587	1687.1083	2108491.5	367703.22	2865252.5	1868549.5	15.751062	2.3025692	21.684074	10.736524	13.897469	1.6115167	16.098436	10.596413	288.0	288.0	0.0	0.0	33536.125	0.07984791666666667	390001.0	573.0772	61.295506	872.1693	455.4484	573.0767	61.287914	872.2457	470.0823	5.8308115	0.28629938	7.4305663	4.3152404	0.4776332	0.08394442	1.0552274	0.42580193	0.99981827	1.0461575	3.4777865	-12.260587	-457.7713	85.08627	85.589806	0.005059913	0.00024822215	0.00033831317	0.1192205	1.1268479	0.04490348	2.9517703	19.140638	-0.99981886	0.2983718	279.99197	3750.9726645946503
14	2027.4648	326.94803	2907.886	1742.8062	2044858.6	275272.84	2727209.8	1826250.6	15.902943	2.1531878	20.864702	10.106855	11.143925	1.1627641	13.571184	9.294733	288.0	288.0	0.0	0.0	35192.418	0.07820537326388889	420001.0	574.6049	60.69168	874.47095	466.35153	574.60516	60.68134	874.23737	468.9852	5.8363104	0.28213155	7.30511	4.327713	0.47960585	0.080002114	1.0229639	0.44153944	0.99988616	1.0453515	3.890389	-13.645255	-459.52136	83.80432	84.33127	0.0050138775	0.00024000213	0.00024897244	0.1157877	1.123058	-0.0059964615	2.9487073	19.081598	-0.99988693	0.31013107	279.71436	4030.685149669647
15	2113.6394	363.52423	2904.847	1660.7544	2217475.5	333662.72	3061478.2	1945851.8	15.685431	2.1554348	20.800156	11.191302	17.179413	2.1392057	20.717722	12.468892	288.0	288.0	0.0	0.0	36827.703	0.07672438151041666	450001.0	575.1331	59.91411	873.81683	473.81308	575.1332	59.903954	875.8341	473.9399	5.832648	0.28369102	7.5183063	4.2799664	0.47951263	0.083078936	1.1028075	0.4408385	1.0003142	1.05014	8.000235	-11.444994	-461.05893	82.45492	83.00403	0.0050522746	0.00025070913	-0.00021597577	0.1149359	1.1222374	-0.0145927295	2.9400985	18.919151	-1.0003136	0.30004334	279.60098	4310.283152580261
16	2142.8936	404.28732	2912.9783	1731.5813	2184808.2	281685.28	2952092.5	1925818.1	15.81628	2.1556375	21.474806	11.134348	16.789938	1.2945077	18.602438	14.29841	288.0	288.0	0.0	0.0	38474.21	0.07543962928921569	480001.0	575.36975	58.920433	870.69727	466.62656	575.3701	58.906853	872.0244	474.03674	5.834959	0.28284597	7.3754888	4.2486067	0.48063177	0.08821166	1.106836	0.4372586	0.9999736	1.0505863	3.862092	-10.925849	-462.272	81.2177	81.75371	0.005087648	0.00025998248	0.00015508635	0.12500644	1.1334897	-0.020647489	2.9306984	18.741346	-0.9999737	0.2888806	279.76926	4590.061509609222
17	2078.2393	351.70312	2890.7644	1706.1287	2221522.5	444750.3	3040915.2	1821729.8	15.802599	2.3858776	21.637299	9.709711	13.804532	2.3703847	17.494947	10.5537615	288.0	288.0	0.0	0.0	40119.668	0.0742956814236111	510001.0	575.4273	58.97831	867.8818	469.86154	575.4279	58.967457	868.83344	473.9395	5.8306556	0.2848344	7.723808	4.2499013	0.48062393	0.090438016	1.0913174	0.43887314	0.9999056	1.0503569	3.7587671	-12.741147	-461.79593	81.31075	81.85359	0.0050754435	0.0002672981	0.0002262796	0.12487566	1.1332469	0.018441414	2.935992	18.840935	-0.99990493	0.30697036	279.8467	4869.915426015854
18	2052.326	333.7448	2885.0718	1719.0984	2183648.5	461622.56	3093401.5	1854484.4	15.869661	2.1327443	21.365246	11.209847	13.057167	1.9332707	16.109205	10.612868	288.0	288.0	0.0	0.0	41774.273	0.07328819901315789	540001.0	576.3848	58.126343	864.5742	473.0921	576.3854	58.109596	865.4078	474.42596	5.835793	0.28277612	7.6055155	4.250937	0.48150712	0.0939714	1.1664963	0.4389124	0.99989426	1.0474497	3.576857	-11.095334	-462.74277	80.24617	80.783134	0.0050815064	0.0002694896	0.00025289066	0.12163026	1.1296816	-0.025471663	2.934956	18.821522	-0.9998946	0.30180383	279.6748	5149.577401399612
19	2041.8339	322.67465	2947.8596	1706.6292	2336339.2	410380.75	3080217.5	1934768.9	16.195496	2.3157575	21.244463	10.194936	13.692841	1.1490076	15.346441	11.730953	288.0	288.0	0.0	0.0	43460.188	0.07243364583333334	570001.0	575.8211	57.94172	866.08	469.41595	575.82153	57.930634	867.6418	472.83487	5.8302016	0.28375226	7.2650824	4.2077	0.48012856	0.09429644	1.128635	0.4384869	1.0002551	1.0435112	3.7531343	-12.590672	-462.33987	79.72011	80.19715	0.005052098	0.0002737441	-0.00014895272	0.12742391	1.1361512	0.015725764	2.934225	18.807526	-1.0002552	0.34125948	279.758	5429.331634044647
20	2060.0046	336.99722	2975.9106	1740.0249	2191719.5	380208.6	2921898.0	1848381.6	15.817229	2.286456	21.83814	11.188104	15.88851	1.4805795	17.808256	12.936875	288.0	288.0	0.0	0.0	45108.004	0.07160000620039683	600001.0	575.6543	57.492184	860.8191	472.89185	575.6549	57.477993	861.5927	472.37915	5.8452983	0.28130516	7.116022	4.2549167	0.47880042	0.09804051	1.1733766	0.43417564	1.0001423	1.045876	4.328042	-11.231499	-458.95343	79.65588	80.11765	0.0050631524	0.00027962957	-3.807311e-05	0.120436944	1.1282688	-0.10190253	2.9598026	19.29758	-1.0001428	0.32126236	280.05756	5709.396548271179
21	2062.9663	330.45023	2911.3499	1610.0332	2391492.5	349470.78	2994697.2	1970871.2	15.779136	2.2731974	22.27435	10.813186	14.939342	2.0000331	18.966547	11.736364	288.0	288.0	0.0	0.0	46752.066	0.07083646425189394	630001.0	573.87744	57.518353	858.79584	461.4228	573.8785	57.506245	860.1321	471.00116	5.8302875	0.28169695	7.2432323	4.2190294	0.47210306	0.09674748	1.1732539	0.4306217	0.9999805	1.0378442	4.574115	-11.370262	-456.3946	79.06195	79.527435	0.004982422	0.00027578473	0.00015676764	0.12305453	1.1313818	0.023285968	2.969225	19.476967	-0.99998033	0.28304315	279.58463	5988.994347333908
22	2073.0942	323.309	2941.412	1728.4491	2272443.0	317751.56	2908819.0	1992097.6	15.8899555	2.2780046	20.928015	10.65343	15.690916	2.0133219	18.03509	11.528924	288.0	288.0	0.0	0.0	48408.703	0.07015754076086957	660001.0	574.2252	57.431267	862.67926	474.3069	574.2261	57.4172	860.86993	466.9855	5.8357387	0.28000873	7.24518	4.2384295	0.46834618	0.09904245	1.1653233	0.42635918	0.999908	1.0361723	4.0838614	-11.631186	-458.66718	79.27757	79.69998	0.0049739885	0.00027631782	0.00023494329	0.11328005	1.1202772	-0.022469066	2.9516664	19.138538	-0.99990785	0.3066368	279.417	6268.399209022522
23	2165.2358	387.2774	2974.8315	1691.344	2169958.0	325794.6	3061054.5	1894491.0	15.681966	2.1008005	22.266344	11.138166	15.360944	1.2233026	16.848316	13.664582	288.0	288.0	0.0	0.0	50039.16	0.06949883355034722	690001.0	573.9597	57.106663	857.4656	473.24277	573.9602	57.092976	857.424	463.14725	5.8382177	0.28117278	7.056546	4.194719	0.4715176	0.10386058	1.2212499	0.42989707	1.0003417	1.0353553	4.2128453	-12.180389	-456.08264	78.81687	79.26213	0.004986555	0.00028424422	-0.00024979367	0.12173129	1.129719	-0.02895448	2.9711795	19.515308	-1.0003409	0.30804348	279.59293	6547.992762565613
24	2079.4426	348.01907	2920.4634	1702.8452	2386205.5	470462.9	3081415.5	1827509.9	15.76095	2.019575	20.814764	11.358449	12.876242	1.4580733	15.037625	10.486217	288.0	288.0	0.0	0.0	51683.008	0.06891067708333333	720001.0	574.0195	57.18472	862.0466	471.3399	574.0195	57.172585	862.5647	464.17365	5.8316894	0.27469283	7.171721	4.2007008	0.46768737	0.10006954	1.2960135	0.427551	0.99998385	1.0354463	4.017761	-13.331791	-456.10007	79.32252	79.79504	0.004937545	0.00027444775	0.00014182895	0.12264245	1.1308264	-0.0001694659	2.9725044	19.541407	-0.9999834	0.29620624	281.07565	6829.075220346451
25	2149.49	405.1913	2951.163	1688.7673	2361078.8	470692.72	3128893.0	1923612.2	15.853684	2.432919	21.08314	9.690097	14.209799	1.5517925	15.760805	10.680877	288.0	288.0	0.0	0.0	53334.18	0.06837715344551282	750001.0	573.44696	56.287342	855.7562	470.6085	573.4479	56.27226	855.9879	473.3626	5.820282	0.26972604	7.5371556	4.2786245	0.46412483	0.09814496	1.1558956	0.425249	1.0001124	1.0295215	3.790794	-11.787843	-455.42133	77.9804	78.43745	0.004892273	0.0002595185	-5.4502966e-06	0.13400646	1.1437541	0.051922403	2.9751844	19.595428	-1.0001125	0.31064987	276.322	7105.394558429718
26	2092.4114	333.14178	2949.159	1734.1788	2385698.8	428682.47	3126523.2	1919910.2	16.102491	2.271468	20.36111	10.301285	16.61475	1.3499271	18.50251	13.989625	288.0	288.0	0.0	0.0	55011.305	0.06791519097222222	780001.0	574.7517	57.12576	862.0959	467.86728	574.752	57.11315	860.5096	474.35886	5.836591	0.27387327	7.196943	4.2681484	0.4605754	0.09693663	1.1325698	0.42076075	0.9997671	1.0277802	3.807519	-13.480216	-456.4098	78.936935	79.38984	0.0048672506	0.00027092517	0.00037682444	0.1174661	1.124974	-0.054463327	2.9753938	19.598425	-0.99976784	0.30565715	274.31604	7379.722700357437
27	2129.288	390.27774	2949.9285	1741.707	2252879.5	386192.06	3002619.0	1852034.5	15.545922	2.237853	21.485079	10.4382	14.227351	1.4655902	16.355764	11.168017	288.0	288.0	0.0	0.0	56630.82	0.06741764322916667	810001.0	575.7721	57.43722	861.2959	475.04572	575.77167	57.427765	862.0231	473.87445	5.8367624	0.27443275	7.1657166	4.2662454	0.46099573	0.09601282	1.1378456	0.4207353	1.0001136	1.0295542	3.9469757	-12.726538	-458.52716	79.4046	79.85231	0.004912338	0.0002735006	-1.5128771e-06	0.10401641	1.1099057	-0.06287339	2.9658165	19.41276	-1.0001135	0.29256725	277.05893	7656.7866995334625
28	2112.5693	367.13324	2923.9497	1751.321	2020224.0	202212.92	2580412.2	1846170.4	15.232483	2.2430947	20.867357	10.633632	14.241763	1.6588886	16.029587	11.623616	288.0	288.0	0.0	0.0	58217.07	0.0669161727729885	840001.0	576.1519	57.737766	862.97534	467.12872	576.15247	57.72533	863.0129	473.0158	5.829865	0.28016022	7.315785	4.1933427	0.46379498	0.098253846	1.2028605	0.42306048	1.0000834	1.0306023	5.503063	-12.896916	-458.8	79.520164	79.98816	0.004956044	0.00028483992	2.2745036e-05	0.10994993	1.1165396	-0.025407985	2.9678297	19.45146	-1.0000838	0.28119516	278.68808	7935.43498134613
29	2118.3765	391.49802	2902.6409	1698.3091	2190780.5	381245.0	3034401.2	1858700.1	15.646348	2.3860197	20.837624	10.213997	15.576521	2.014342	18.575348	12.193804	288.0	288.0	0.0	0.0	59849.12	0.0664990234375	870001.0	577.11896	57.843845	864.5613	470.2821	577.1196	57.8314	864.62946	473.89246	5.826595	0.2766486	7.10019	4.235855	0.46393636	0.10330563	1.1647315	0.419107	1.0000132	1.0310876	4.0163245	-13.954261	-459.79095	80.02414	80.52906	0.004959584	0.00028706196	9.879206e-05	0.10613978	1.1122717	0.021174097	2.9682195	19.457396	-1.0000135	0.32318258	279.86975	8215.344101905823
30	2075.6848	361.75583	2956.4944	1656.7845	2417462.5	464350.94	3086453.5	1967000.8	15.973601	2.1108775	20.831507	11.096225	14.169619	1.1351441	15.525946	11.248832	288.0	288.0	0.0	0.0	61511.85	0.06614177587365591	900001.0	577.05566	57.49375	864.21423	468.88895	577.0563	57.480423	866.25574	474.66144	5.833706	0.2778799	7.174129	4.25103	0.4682636	0.100484975	1.6326449	0.41856062	1.0000547	1.0266494	3.7842674	-12.48896	-459.1024	79.330574	79.855515	0.0049735974	0.000285469	5.3020558e-05	0.10696117	1.1132046	-0.0323443	2.972187	19.535288	-1.0000557	0.28957248	279.23203	8494.597602367401
31	2104.4487	364.05014	2937.3362	1709.6364	2195496.8	294551.28	3004123.5	1871258.4	15.856429	2.3396783	21.11754	9.581333	15.719462	1.4520801	18.148712	13.711156	288.0	288.0	0.0	0.0	63163.242	0.0657950439453125	930001.0	577.21716	57.96519	864.0035	475.4281	577.2178	57.950348	866.08545	475.132	5.8254848	0.27934062	7.55513	4.2503524	0.46761224	0.09719724	1.178289	0.41724306	1.0002167	1.0316935	4.218435	-13.069068	-460.2522	79.314415	79.866264	0.0049690013	0.00028320748	-0.00012859803	0.10523422	1.1112471	0.026165232	2.9650261	19.395758	-1.0002167	0.27998686	275.49295	8770.061837911606
32	2106.9648	365.6166	2958.3335	1715.8859	2350123.2	520481.97	3106615.2	1836653.0	15.440878	2.16364	21.96193	10.895647	13.683447	1.6520047	16.365175	9.830647	288.0	288.0	0.0	0.0	64772.215	0.06542647964015151	960001.0	577.6362	58.024803	863.2322	473.47595	577.637	58.011135	864.55927	475.38535	5.8312283	0.27941284	7.2162724	4.245709	0.47203436	0.09560551	1.3060896	0.42353272	0.99994195	1.0340227	4.1389155	-12.052067	-461.1378	80.14243	80.69055	0.0050235335	0.00028776593	0.00017697996	0.101059586	1.1066033	-0.035768762	2.9598289	19.294939	-0.9999424	0.2997713	275.62286	9045.674637317657
33	2083.3752	349.35318	2944.5632	1620.1749	2245938.0	436545.2	2914530.5	1799394.2	15.784703	2.1152222	22.114725	9.200286	13.762692	1.9082702	17.43751	11.647948	288.0	288.0	0.0	0.0	66416.2	0.06511392463235294	990001.0	576.29364	58.299644	864.84625	472.84988	576.2947	58.286907	864.2823	474.49863	5.825288	0.27969232	7.135428	4.2340293	0.4713636	0.095999815	1.1964679	0.41795596	1.0000329	1.0306381	4.7200465	-14.824127	-458.1995	80.122375	80.66848	0.0049761618	0.00028591935	8.036025e-05	0.112291865	1.1191124	-0.0045256303	2.9744084	19.579388	-1.0000328	0.29901695	277.81198	9323.517762422562
34	2055.1233	335.4857	2951.4824	1754.0651	2235712.8	279313.88	2732893.2	1966854.5	15.790727	2.0072548	21.65639	10.195598	15.26185	2.3573394	17.588375	11.293745	288.0	288.0	0.0	0.0	68061.52	0.06482049851190476	1020001.0	575.4799	58.0213	863.6639	474.6893	575.4803	58.007523	863.7525	472.80313	5.828307	0.2794303	7.077822	4.2281685	0.47174123	0.09892598	1.1781971	0.4214452	1.0001802	1.0343618	3.7724764	-10.403555	-457.3827	79.64145	80.18195	0.0050053922	0.00029004825	-9.907505e-05	0.104993254	1.110919	-0.005599062	2.9738352	19.566988	-1.0001802	0.30029416	278.0089	9601.496854305267
